,Name,Country,Region,Winery,Rating,NumberOfRatings,Price,Year,WineStyle,Full_Name,Rating_Somm
5393,Zinfandel 2017,United States,North Coast,Ghost Pines,3.8,44,13.9,2017,red,Zinfandel 2017 Ghost Pines red,Above Average to Very Good
5394,Le Ventabren Cairanne 2016,France,Cairanne,Domaine des Escaravailles,3.8,44,13.9,2016,red,Le Ventabren Cairanne 2016 Domaine des Escaravailles red,Above Average to Very Good
5395,Reserva Ribera del Duero 2016,Spain,Ribera del Duero,Arzuaga,4.2,44,37.99,2016,red,Reserva Ribera del Duero 2016 Arzuaga red,Outstanding
5396,Indio Montepulciano d'Abruzzo 2015,Italy,Montepulciano d'Abruzzo,Bove,3.9,44,7.4,2015,red,Indio Montepulciano d'Abruzzo 2015 Bove red,Outstanding
5397,Il Passo Verde Nero d'Avola 2018,Italy,Terre Siciliane,Zabu,3.8,44,7.25,2018,red,Il Passo Verde Nero d'Avola 2018 Zabu red,Above Average to Very Good
5398,Tinto 2014,Spain,Castilla,Bodegas Decuatro - d4,3.7,44,13.15,2014,red,Tinto 2014 Bodegas Decuatro - d4 red,Above Average to Very Good
5399,Espérance de Trotanoy Pomerol 2015,France,Pomerol,Château Trotanoy,4.3,44,110.25,2015,red,Espérance de Trotanoy Pomerol 2015 Château Trotanoy red,Outstanding
5400,Nero d'Avola - Syrah 2015,Italy,Terre Siciliane,Ottoventi,3.9,44,12.49,2015,red,Nero d'Avola - Syrah 2015 Ottoventi red,Outstanding
5401,Maronea Bolgheri (Superiore) 2015,Italy,Bolgheri Superiore,Casa di Terra,4.0,44,42.01,2015,red,Maronea Bolgheri (Superiore) 2015 Casa di Terra red,Outstanding
5402,Reserva Merlot 2018,Chile,Colchagua Valley,Caliterra,3.5,44,6.5,2018,red,Reserva Merlot 2018 Caliterra red,Above Average to Very Good
5403,Cinciorosso 2016,Italy,Chianti,Cinciole,3.6,44,11.65,2016,red,Cinciorosso 2016 Cinciole red,Above Average to Very Good
5404,Les Terroirs Minervois 2018,France,Minervois,Calmel & Joseph,3.8,44,8.7,2018,red,Les Terroirs Minervois 2018 Calmel & Joseph red,Above Average to Very Good
5405,Gavino 2015,Italy,Carignano del Sulcis,Mesa,4.2,44,49.44,2015,red,Gavino 2015 Mesa red,Outstanding
5406,Eichberg Spätburgunder GG 2015,Germany,Baden,Franz Keller,4.0,44,49.0,2015,red,Eichberg Spätburgunder GG 2015 Franz Keller red,Outstanding
5407,Nero d'Avola 2019,Italy,Terre Siciliane,Cusumano,3.4,44,8.69,2019,red,Nero d'Avola 2019 Cusumano red,Above Average to Very Good
5408,Reserve Pinotage 2015,South Africa,Paarl,Windmeul Kelder Cellar,4.1,44,15.95,2015,red,Reserve Pinotage 2015 Windmeul Kelder Cellar red,Outstanding
5409,Merlot 2015,France,Pays d'Oc,Domaines Astruc,3.2,44,5.95,2015,red,Merlot 2015 Domaines Astruc red,Above Average to Very Good
5410,Chianti Classico Gran Selezione 2013,Italy,Chianti Classico,Isole e Olena,4.2,44,193.03,2013,red,Chianti Classico Gran Selezione 2013 Isole e Olena red,Outstanding
5411,Schioppettino 2015,Italy,Colli Orientali del Friuli,Conte d'Attimis Maniago,3.5,44,15.9,2015,red,Schioppettino 2015 Conte d'Attimis Maniago red,Above Average to Very Good
5412,Côte-Rôtie La Mordorée 2004,France,Côte-Rôtie,M. Chapoutier,4.2,44,187.95,2004,red,Côte-Rôtie La Mordorée 2004 M. Chapoutier red,Outstanding
5413,Cosecha 2013,Spain,Rioja,Maset del Lleó,3.1,44,6.09,2013,red,Cosecha 2013 Maset del Lleó red,Above Average to Very Good
5414,Maremma Toscana Sangiovese 2018,Italy,Maremma Toscana,Sassoregale,3.7,44,8.5,2018,red,Maremma Toscana Sangiovese 2018 Sassoregale red,Above Average to Very Good
5415,Cuvée Apanage Côtes de Bourg 2014,France,Côtes de Bourg,Château Puybarbe,3.8,44,10.95,2014,red,Cuvée Apanage Côtes de Bourg 2014 Château Puybarbe red,Above Average to Very Good
5416,Steinwingert Spatburgunder 2014,Germany,Pfalz,Friedrich Becker,4.1,44,45.77,2014,red,Steinwingert Spatburgunder 2014 Friedrich Becker red,Outstanding
5417,Clos Marole Givry 1er Cru 2017,France,Givry 1er Cru 'Clos Marole',Joblot,3.9,44,31.9,2017,red,Clos Marole Givry 1er Cru 2017 Joblot red,Outstanding
5418,Dolcetto d'Alba Bricco di Vergne 2018,Italy,Dolcetto d'Alba,Batasiolo,3.6,44,11.5,2018,red,Dolcetto d'Alba Bricco di Vergne 2018 Batasiolo red,Above Average to Very Good
5419,Costera 2018,Italy,Cannonau di Sardegna,Argiolas,3.5,44,8.2,2018,red,Costera 2018 Argiolas red,Above Average to Very Good
5420,Lirac Rouge 2018,France,Lirac,Château de Manissy,4.3,44,11.6,2018,red,Lirac Rouge 2018 Château de Manissy red,Outstanding
5421,Garnatxa 2013,Spain,Priorat,Cims de Porrera,3.9,44,68.33,2013,red,Garnatxa 2013 Cims de Porrera red,Outstanding
5422,Prestige de Château Guilhem Rouge 2017,France,Languedoc,Château Guilhem,3.8,44,9.31,2017,red,Prestige de Château Guilhem Rouge 2017 Château Guilhem red,Above Average to Very Good
5423,Shiraz 2018,Spain,Castilla,Costa Azul,3.2,44,3.55,2018,red,Shiraz 2018 Costa Azul red,Above Average to Very Good
5424,Grillenhügel Pinot Noir 2017,Austria,Thermenregion,Johanneshof Reinisch,4.0,44,23.79,2017,red,Grillenhügel Pinot Noir 2017 Johanneshof Reinisch red,Outstanding
5425,Gigondas 2018,France,Gigondas,M. Chapoutier,4.0,44,24.69,2018,red,Gigondas 2018 M. Chapoutier red,Outstanding
5426,Reserve Rouge 2016,France,Vallee du Paradis,Domaine des Deux Cles,4.0,44,22.8,2016,red,Reserve Rouge 2016 Domaine des Deux Cles red,Outstanding
5427,Plavac Mali 2016,Croatia,Dalmatian Coast,Križ,4.2,44,23.9,2016,red,Plavac Mali 2016 Križ red,Outstanding
5428,Svmma Varietalis Red Blend (Summa) 2015,Spain,Dominio de Valdepusa,Marqués de Griñon,3.8,44,21.57,2015,red,Svmma Varietalis Red Blend (Summa) 2015 Marqués de Griñon red,Above Average to Very Good
5429,Cà d'Oro Garda Cabernet Sauvignon 2014,Italy,Garda,Roveglia,3.9,44,19.9,2014,red,Cà d'Oro Garda Cabernet Sauvignon 2014 Roveglia red,Outstanding
5430,Cà d'Oro Garda Cabernet Sauvignon 2015,Italy,Garda,Roveglia,4.4,44,18.5,2015,red,Cà d'Oro Garda Cabernet Sauvignon 2015 Roveglia red,Outstanding
5431,Réserve Saint-Émilion 2017,France,Saint-Émilion,Mouton Cadet,3.7,44,18.38,2017,red,Réserve Saint-Émilion 2017 Mouton Cadet red,Above Average to Very Good
5432,Reserve Shiraz - Viognier 2019,South Africa,Robertson,Arabella,3.9,440,8.5,2019,red,Reserve Shiraz - Viognier 2019 Arabella red,Outstanding
5433,Castro Ventosa El Castro de Valtuille Mencía Joven 2016,Spain,Bierzo,Raúl Pérez,3.7,440,7.9,2016,red,Castro Ventosa El Castro de Valtuille Mencía Joven 2016 Raúl Pérez red,Above Average to Very Good
5434,Crianza Tempranillo - Merlot 2016,Spain,Cariñena,Bodegas Care,3.9,440,8.68,2016,red,Crianza Tempranillo - Merlot 2016 Bodegas Care red,Outstanding
5435,Taberner Tierra de Cádiz 2015,Spain,Cádiz,Huerta de Albala,4.2,441,22.9,2015,red,Taberner Tierra de Cádiz 2015 Huerta de Albala red,Outstanding
5436,Negroamaro Salento Maru 2017,Italy,Salento,Castello Monaci,3.7,441,7.02,2017,red,Negroamaro Salento Maru 2017 Castello Monaci red,Above Average to Very Good
5437,Le Dix de Los Vascos 2014,Chile,Colchagua Valley,Los Vascos,4.2,441,52.46,2014,red,Le Dix de Los Vascos 2014 Los Vascos red,Outstanding
5438,Flor das Tecedeiras 2017,Portugal,Douro,Quinta das Tecedeiras,3.9,441,9.9,2017,red,Flor das Tecedeiras 2017 Quinta das Tecedeiras red,Outstanding
5439,Malbec Argentino 2013,Argentina,Mendoza,Catena Zapata,3.8,4416,77.01,2013,red,Malbec Argentino 2013 Catena Zapata red,Above Average to Very Good
5440,Aconcagua Costa Pinot Noir 2017,Chile,Aconcagua Valley,Errazuriz,3.7,442,18.9,2017,red,Aconcagua Costa Pinot Noir 2017 Errazuriz red,Above Average to Very Good
5441,Toscana 2013,Italy,Toscana,Orma,4.2,442,125.13,2013,red,Toscana 2013 Orma red,Outstanding
5442,NC (Non Confunditur) Toscana 2017,Italy,Toscana,Argiano,3.8,442,12.49,2017,red,NC (Non Confunditur) Toscana 2017 Argiano red,Above Average to Very Good
5443,Appassimento Organico Rosso 2018,Italy,Abruzzo,Passi-Reali,3.8,442,10.85,2018,red,Appassimento Organico Rosso 2018 Passi-Reali red,Above Average to Very Good
5444,Pauillac (Grand Cru Classé) 2015,France,Pauillac,Château Haut-Bages Libéral,3.9,443,47.77,2015,red,Pauillac (Grand Cru Classé) 2015 Château Haut-Bages Libéral red,Outstanding
5445,Flowers Tinto Seco 2013,Brazil,Serra Gaúcha,Salton,3.0,443,6.95,2013,red,Flowers Tinto Seco 2013 Salton red,Above Average to Very Good
5446,Reserva Cabernet Sauvignon 2017,Chile,Colchagua Valley,Caliterra,3.3,444,6.09,2017,red,Reserva Cabernet Sauvignon 2017 Caliterra red,Above Average to Very Good
5447,Rosso di Montalcino 2016,Italy,Rosso di Montalcino,Camigliano,3.6,444,12.63,2016,red,Rosso di Montalcino 2016 Camigliano red,Above Average to Very Good
5448,Bannockburn Pinot Noir 2018,New Zealand,Central Otago,Felton Road,4.2,444,52.78,2018,red,Bannockburn Pinot Noir 2018 Felton Road red,Outstanding
5449,The Struie 2017,Australia,Barossa Valley,Torbreck,4.3,444,60.84,2017,red,The Struie 2017 Torbreck red,Outstanding
5450,Three 2015,South Africa,Constantia,Constantia Glen,4.1,444,18.03,2015,red,Three 2015 Constantia Glen red,Outstanding
5451,Petite Sirah 2014,United States,California,Gnarly Head,3.8,445,12.59,2014,red,Petite Sirah 2014 Gnarly Head red,Above Average to Very Good
5452,Gran Lurton Cabernet Sauvignon 2013,Argentina,Uco Valley,Bodega Piedra Negra,3.9,446,23.15,2013,red,Gran Lurton Cabernet Sauvignon 2013 Bodega Piedra Negra red,Outstanding
5453,Terroir Littoral Cabernet Sauvignon 2018,France,Pays d'Oc,Fortant,3.6,446,6.58,2018,red,Terroir Littoral Cabernet Sauvignon 2018 Fortant red,Above Average to Very Good
5454,Reserva 2013,Spain,Ribera del Duero,Bodegas Vilano,4.1,446,15.9,2013,red,Reserva 2013 Bodegas Vilano red,Outstanding
5455,120 Carmenère 2017,Chile,Central Valley,Santa Rita,3.7,446,6.33,2017,red,120 Carmenère 2017 Santa Rita red,Above Average to Very Good
5456,Cabernet Sauvignon 2015,Argentina,Lujan de Cuyo,Sottano,3.8,446,9.7,2015,red,Cabernet Sauvignon 2015 Sottano red,Above Average to Very Good
5457,Morellino di Scansano 2018,Italy,Morellino di Scansano,Fattoria le Pupille,3.6,447,9.17,2018,red,Morellino di Scansano 2018 Fattoria le Pupille red,Above Average to Very Good
5458,Cabernet Sauvignon 2014,United States,Monterey,Ranch 32,3.6,447,21.57,2014,red,Cabernet Sauvignon 2014 Ranch 32 red,Above Average to Very Good
5459,Saint-Julien (Grand Cru Classé) 2010,France,Saint-Julien,Château Ducru-Beaucaillou,4.6,447,369.0,2010,red,Saint-Julien (Grand Cru Classé) 2010 Château Ducru-Beaucaillou red,Outstanding
5460,The Stump Jump Shiraz 2012,Australia,McLaren Vale,d'Arenberg,3.3,448,10.9,2012,red,The Stump Jump Shiraz 2012 d'Arenberg red,Above Average to Very Good
5461,Cellar Selection Pinot Noir 2015,New Zealand,Marlborough,Villa Maria,3.7,448,15.9,2015,red,Cellar Selection Pinot Noir 2015 Villa Maria red,Above Average to Very Good
5462,Haut-Médoc (Grand Cru Classé) 2008,France,Haut-Médoc,Château La Tour Carnet,4.1,448,36.95,2008,red,Haut-Médoc (Grand Cru Classé) 2008 Château La Tour Carnet red,Outstanding
5463,Châteauneuf-du-Pape La Bernardine 2016,France,Châteauneuf-du-Pape,M. Chapoutier,4.2,448,38.94,2016,red,Châteauneuf-du-Pape La Bernardine 2016 M. Chapoutier red,Outstanding
5464,Mazzano Amarone Della Valpolicella Classico 2011,Italy,Amarone della Valpolicella Classico,Masi,4.5,449,125.0,2011,red,Mazzano Amarone Della Valpolicella Classico 2011 Masi red,Outstanding
5465,Pinotage 2017,South Africa,Paarl,Fairview,3.7,449,17.9,2017,red,Pinotage 2017 Fairview red,Above Average to Very Good
5466,Lisboa Caladoc - Tinta Roriz 2014,Portugal,Lisboa,Alta Corte,3.6,449,5.75,2014,red,Lisboa Caladoc - Tinta Roriz 2014 Alta Corte red,Above Average to Very Good
5467,Nero d'Avola 2018,Italy,Sicilia,Epicuro,3.6,449,6.88,2018,red,Nero d'Avola 2018 Epicuro red,Above Average to Very Good
5468,Big John Cuvée Reserve 2018,Austria,Burgenland,Scheiblhofer,4.2,449,16.08,2018,red,Big John Cuvée Reserve 2018 Scheiblhofer red,Outstanding
5469,Sainte-Épine Saint-Joseph 2015,France,Saint-Joseph,Delas,4.2,45,53.51,2015,red,Sainte-Épine Saint-Joseph 2015 Delas red,Outstanding
5470,25 Anniversary Edicion Limitada Pinot Noir 2017,Chile,Casablanca Valley,Casas del Bosque,3.9,45,29.95,2017,red,25 Anniversary Edicion Limitada Pinot Noir 2017 Casas del Bosque red,Outstanding
5471,Grande 2014,Portugal,Bairrada,Vadio,4.0,45,29.9,2014,red,Grande 2014 Vadio red,Outstanding
5472,Malbec 2017,Argentina,Mendoza,Terrazas de los Andes,3.7,45,20.19,2017,red,Malbec 2017 Terrazas de los Andes red,Above Average to Very Good
5473,Bordeaux Supérieur 2017,France,Bordeaux Supérieur,Château les Rambauds,3.9,45,7.63,2017,red,Bordeaux Supérieur 2017 Château les Rambauds red,Outstanding
5474,Vinya La Scala Gran Reserva Cabernet Sauvignon 2013,Spain,Penedès,Jean Leon,4.1,45,52.5,2013,red,Vinya La Scala Gran Reserva Cabernet Sauvignon 2013 Jean Leon red,Outstanding
5475,Chambolle-Musigny 2016,France,Chambolle-Musigny,Domaine Bryczek,4.0,45,36.75,2016,red,Chambolle-Musigny 2016 Domaine Bryczek red,Outstanding
5476,Châteauneuf-Du-Pape La Paillousse Terroir D'Exception Rouge 2016,France,Châteauneuf-du-Pape,Pierre Amadieu,4.0,45,29.47,2016,red,Châteauneuf-Du-Pape La Paillousse Terroir D'Exception Rouge 2016 Pierre Amadieu red,Outstanding
5477,Aimery Merlot 2017,France,Pays d'Oc,Sieur d'Arques,3.2,45,5.75,2017,red,Aimery Merlot 2017 Sieur d'Arques red,Above Average to Very Good
5478,Gigondas Valbelle 2005,France,Gigondas,Château de Saint Cosme,4.3,45,49.95,2005,red,Gigondas Valbelle 2005 Château de Saint Cosme red,Outstanding
5479,Vieilles Vigne Volnay 2015,France,Volnay,Domaine Rossignol-Février Père & Fils,4.0,45,37.43,2015,red,Vieilles Vigne Volnay 2015 Domaine Rossignol-Février Père & Fils red,Outstanding
5480,Sangre de Toro Reserva 2015,Spain,Penedès,Torres,3.6,45,10.42,2015,red,Sangre de Toro Reserva 2015 Torres red,Above Average to Very Good
5481,Zweigelt Classic 2017,Austria,Carnuntum,Weingut Philipp Grassl,3.7,45,10.5,2017,red,Zweigelt Classic 2017 Weingut Philipp Grassl red,Above Average to Very Good
5482,Blaye - Côtes de Bordeaux 2016,France,Blaye - Côtes de Bordeaux,Château Peybonhomme,3.5,45,13.49,2016,red,Blaye - Côtes de Bordeaux 2016 Château Peybonhomme red,Above Average to Very Good
5483,L'Amourvèdre 2013,France,Bandol,Domaine les Terres Promises,3.7,45,9.9,2013,red,L'Amourvèdre 2013 Domaine les Terres Promises red,Above Average to Very Good
5484,Côte de Brouilly 2018,France,Côte de Brouilly,Terres Dorées,3.6,45,15.5,2018,red,Côte de Brouilly 2018 Terres Dorées red,Above Average to Very Good
5485,Incognito 2017,Germany,Pfalz,Philipp Kuhn,3.9,45,9.72,2017,red,Incognito 2017 Philipp Kuhn red,Outstanding
5486,Merlot (Selezione) 2017,Italy,Südtirol - Alto Adige,Elena Walch,3.7,45,14.72,2017,red,Merlot (Selezione) 2017 Elena Walch red,Above Average to Very Good
5487,Maria Adelaide Barbaresco 2004,Italy,Barbaresco,Bruno Rocca,4.5,45,145.5,2004,red,Maria Adelaide Barbaresco 2004 Bruno Rocca red,Outstanding
5488,Les Hautes Maizieres Vosne-Romanée 2009,France,Vosne-Romanée,Domaine Arnoux-Lachaux,3.9,45,68.14,2009,red,Les Hautes Maizieres Vosne-Romanée 2009 Domaine Arnoux-Lachaux red,Outstanding
5489,Gevrey-Chambertin 2013,France,Gevrey-Chambertin,Nicolas Potel,3.4,45,33.9,2013,red,Gevrey-Chambertin 2013 Nicolas Potel red,Above Average to Very Good
5490,Merlot 2017,France,Vin de France,Maison de La Villette,3.9,45,6.33,2017,red,Merlot 2017 Maison de La Villette red,Outstanding
5491,Ars Nova 2004,Spain,Navarra,Bodega Tandem,3.5,45,14.09,2004,red,Ars Nova 2004 Bodega Tandem red,Above Average to Very Good
5492,Pelisa Barbera d'Alba 2018,Italy,Barbera d'Alba,Monchiero Carbone,3.5,45,8.6,2018,red,Pelisa Barbera d'Alba 2018 Monchiero Carbone red,Above Average to Very Good
5493,Roble 2018,Spain,Ribera del Duero,Conde de Siruela,3.8,45,9.49,2018,red,Roble 2018 Conde de Siruela red,Above Average to Very Good
5494,Montepulciano d'Abruzzo 2018,Italy,Montepulciano d'Abruzzo,Epicuro,3.8,45,6.25,2018,red,Montepulciano d'Abruzzo 2018 Epicuro red,Above Average to Very Good
5495,Vino Nobile di Montepulciano 2015,Italy,Vino Nobile di Montepulciano,Boscarelli,3.8,45,21.9,2015,red,Vino Nobile di Montepulciano 2015 Boscarelli red,Above Average to Very Good
5496,Rosso di Altesino 2014,Italy,Toscana,Altesino,3.9,45,9.5,2014,red,Rosso di Altesino 2014 Altesino red,Outstanding
5497,Special Selection 2013,Spain,Cariñena,Corona de Aragón,3.6,45,9.55,2013,red,Special Selection 2013 Corona de Aragón red,Above Average to Very Good
5498,Montagne-Saint-Émilion 2005,France,Montagne-Saint-Émilion,Château Messile Aubert,4.2,45,34.95,2005,red,Montagne-Saint-Émilion 2005 Château Messile Aubert red,Outstanding
5499,Domaine de Saint Pierre Cornas 2015,France,Cornas,Paul Jaboulet Aîné,4.0,45,74.3,2015,red,Domaine de Saint Pierre Cornas 2015 Paul Jaboulet Aîné red,Outstanding
5500,Jacko's Shiraz 2014,Australia,McLaren Vale,Geoff Merrill,4.0,45,17.06,2014,red,Jacko's Shiraz 2014 Geoff Merrill red,Outstanding
5501,La Basseta 2016,Spain,Priorat,Bodegas Mas Alta,4.3,45,57.51,2016,red,La Basseta 2016 Bodegas Mas Alta red,Outstanding
5502,Saint-Émilion Grand Cru (Grand Cru Classé) 2016,France,Saint-Émilion Grand Cru,Château Péby Faugères,4.2,45,190.09,2016,red,Saint-Émilion Grand Cru (Grand Cru Classé) 2016 Château Péby Faugères red,Outstanding
5503,Panamera Cuvée California 2013,United States,California,Story Ridge Vineyards,3.7,45,23.25,2013,red,Panamera Cuvée California 2013 Story Ridge Vineyards red,Above Average to Very Good
5504,Malbec du Clos 2017,France,Cahors,Jean-Luc Baldès,3.9,45,9.65,2017,red,Malbec du Clos 2017 Jean-Luc Baldès red,Outstanding
5505,Guillaume Rotwein Cuvée Trocken 2014,Germany,Pfalz,Friedrich Becker,3.3,45,17.29,2014,red,Guillaume Rotwein Cuvée Trocken 2014 Friedrich Becker red,Above Average to Very Good
5506,Shiraz 2018,Australia,South Australia,Oxford Landing,3.5,45,7.9,2018,red,Shiraz 2018 Oxford Landing red,Above Average to Very Good
5507,Agnus 2011,Italy,Terre Siciliane,Baglio di Pianetto,4.2,45,55.0,2011,red,Agnus 2011 Baglio di Pianetto red,Outstanding
5508,Aviator Blaufränkisch 2018,Austria,Neusiedlersee,Keringer,3.8,45,9.5,2018,red,Aviator Blaufränkisch 2018 Keringer red,Above Average to Very Good
5509,Saint-Émilion Grand Cru 2016,France,Saint-Émilion Grand Cru,Château La Chapelle Despagnet,3.9,45,18.79,2016,red,Saint-Émilion Grand Cru 2016 Château La Chapelle Despagnet red,Outstanding
5510,Nero per Sempre 2016,Italy,Lombardia,Pratello,4.0,45,17.9,2016,red,Nero per Sempre 2016 Pratello red,Outstanding
5511,Brunello di Montalcino 2015,Italy,Brunello di Montalcino,Tenute Silvio Nardi,4.1,45,38.3,2015,red,Brunello di Montalcino 2015 Tenute Silvio Nardi red,Outstanding
5512,Cuvée Prestige Côtes de Bourg 2011,France,Côtes de Bourg,Château Les Graves de Viaud,3.3,45,12.9,2011,red,Cuvée Prestige Côtes de Bourg 2011 Château Les Graves de Viaud red,Above Average to Very Good
5513,Selected Vines 2010,Portugal,Alentejo,Azamor,3.8,45,19.4,2010,red,Selected Vines 2010 Azamor red,Above Average to Very Good
5514,Lourens River Valley 2014,South Africa,Stellenbosch,Morgenster Estate,4.1,45,18.0,2014,red,Lourens River Valley 2014 Morgenster Estate red,Outstanding
5515,Hommage 2018,France,Côtes du Roussillon Villages,Cazes,3.4,45,11.95,2018,red,Hommage 2018 Cazes red,Above Average to Very Good
5516,Botonero Nebbiolo 2018,Italy,Terrazze Retiche di Sondrio,Mamete Prevostini,3.8,45,10.9,2018,red,Botonero Nebbiolo 2018 Mamete Prevostini red,Above Average to Very Good
5517,GSM 2016,South Africa,Stellenbosch,Vriesenhof,3.6,45,12.79,2016,red,GSM 2016 Vriesenhof red,Above Average to Very Good
5518,Shiraz (Skaapveld) 2018,South Africa,Coastal Region,MAN,3.6,45,5.29,2018,red,Shiraz (Skaapveld) 2018 MAN red,Above Average to Very Good
5519,Blaufränkisch 2018,Austria,Burgenland,Krutzler,3.8,45,11.95,2018,red,Blaufränkisch 2018 Krutzler red,Above Average to Very Good
5520,Blaufränkisch vom Lehm 2018,Austria,Mittelburgenland,Gesellmann,3.7,45,12.41,2018,red,Blaufränkisch vom Lehm 2018 Gesellmann red,Above Average to Very Good
5521,Crozes-Hermitage Vieilles Vignes 2017,France,Crozes-Hermitage,Tardieu-Laurent,3.9,45,26.32,2017,red,Crozes-Hermitage Vieilles Vignes 2017 Tardieu-Laurent red,Outstanding
5522,Barbera d'Alba Piana 2018,Italy,Barbera d'Alba,Ceretto,3.8,45,19.39,2018,red,Barbera d'Alba Piana 2018 Ceretto red,Above Average to Very Good
5523,Merlot 2015,South Africa,Stellenbosch,Morgenster Estate,3.7,45,12.62,2015,red,Merlot 2015 Morgenster Estate red,Above Average to Very Good
5524,Otoñal Rioja 2018,Spain,Rioja,Bodegas Olarra,3.5,45,4.95,2018,red,Otoñal Rioja 2018 Bodegas Olarra red,Above Average to Very Good
5525,Mon Plaisir Côtes de Provence Rouge 2015,France,Côtes de Provence,Château des Ferrages,3.6,45,12.57,2015,red,Mon Plaisir Côtes de Provence Rouge 2015 Château des Ferrages red,Above Average to Very Good
5526,Barbera d'Alba 2014,Italy,Barbera d'Alba,Brandini,3.4,45,12.13,2014,red,Barbera d'Alba 2014 Brandini red,Above Average to Very Good
5527,Moulis 2016,France,Moulis-en-Médoc,Château Branas Grand Poujeaux,3.9,45,44.84,2016,red,Moulis 2016 Château Branas Grand Poujeaux red,Outstanding
5528,Russiz Superiore Degli Orzoni Riserva Rosso Collio 2011,Italy,Collio,Marco Felluga,4.0,45,43.0,2011,red,Russiz Superiore Degli Orzoni Riserva Rosso Collio 2011 Marco Felluga red,Outstanding
5529,Oktav Spätburgunder 2014,Germany,Baden,Heger,3.6,45,12.5,2014,red,Oktav Spätburgunder 2014 Heger red,Above Average to Very Good
5530,Rioja Garnacha Crianza Magister Bibendi 2016,Spain,Rioja,Navarrsotillo,3.8,45,11.55,2016,red,Rioja Garnacha Crianza Magister Bibendi 2016 Navarrsotillo red,Above Average to Very Good
5531,Merlot - Cabernet 2015,New Zealand,Hawke's Bay,Babich,3.5,45,11.6,2015,red,Merlot - Cabernet 2015 Babich red,Above Average to Very Good
5532,Saint-Émilion Grand Cru (Grand Cru Classé) 2010,France,Saint-Émilion Grand Cru,Château Destieux,4.4,450,68.92,2010,red,Saint-Émilion Grand Cru (Grand Cru Classé) 2010 Château Destieux red,Outstanding
5533,Pavillon Rouge du Château Margaux 2010,France,Margaux,Château Margaux,4.4,450,289.9,2010,red,Pavillon Rouge du Château Margaux 2010 Château Margaux red,Outstanding
5534,Lytton Springs 2017,United States,Dry Creek Valley,Ridge Vineyards,4.2,450,45.95,2017,red,Lytton Springs 2017 Ridge Vineyards red,Outstanding
5535,Château Cambon Beaujolais 2016,France,Beaujolais,Domaine Mathieu & Camille Lapierre,3.9,451,27.0,2016,red,Château Cambon Beaujolais 2016 Domaine Mathieu & Camille Lapierre red,Outstanding
5536,Grand Reserve Merlot 2012,United States,Sonoma County,Kendall-Jackson,3.8,451,23.2,2012,red,Grand Reserve Merlot 2012 Kendall-Jackson red,Above Average to Very Good
5537,Perlato del Bosco 2012,Italy,Toscana,Tua Rita,3.8,451,24.2,2012,red,Perlato del Bosco 2012 Tua Rita red,Above Average to Very Good
5538,Poggio all'Oro Brunello di Montalcino Riserva 2010,Italy,Brunello di Montalcino,Banfi,4.4,451,106.7,2010,red,Poggio all'Oro Brunello di Montalcino Riserva 2010 Banfi red,Outstanding
5539,Saint-Julien 2014,France,Saint-Julien,Château du Glana,3.9,451,23.85,2014,red,Saint-Julien 2014 Château du Glana red,Outstanding
5540,Núcleo Malbec 2014,Argentina,Uco Valley,Antonio Mas,3.8,452,9.95,2014,red,Núcleo Malbec 2014 Antonio Mas red,Above Average to Very Good
5541,Quinta dos Murças Minas 2017,Portugal,Douro,Esporão,4.0,452,13.5,2017,red,Quinta dos Murças Minas 2017 Esporão red,Outstanding
5542,Gran Trio Rosso 2018,Italy,Salento,San Marzano,3.9,452,6.42,2018,red,Gran Trio Rosso 2018 San Marzano red,Outstanding
5543,Private Selection 2013,Argentina,Uco Valley,Alpasión,4.3,453,36.99,2013,red,Private Selection 2013 Alpasión red,Outstanding
5544,Francs - Côtes de Bordeaux Les Cerisiers 2015,France,Francs - Côtes de Bordeaux,Château de Francs,3.7,453,16.0,2015,red,Francs - Côtes de Bordeaux Les Cerisiers 2015 Château de Francs red,Above Average to Very Good
5545,Barolo Bricco Delle Viole 2009,Italy,Barolo,G.D. Vajra,4.2,453,112.1,2009,red,Barolo Bricco Delle Viole 2009 G.D. Vajra red,Outstanding
5546,Douro Fabelhaft Tinto 2018,Portugal,Douro,Niepoort,3.6,453,8.95,2018,red,Douro Fabelhaft Tinto 2018 Niepoort red,Above Average to Very Good
5547,Chianti Classico 2016,Italy,Chianti Classico,Dievole,3.7,454,18.99,2016,red,Chianti Classico 2016 Dievole red,Above Average to Very Good
5548,Pic-Saint-Loup Grande Cuvée 2017,France,Pic-Saint-Loup,Domaine de l'Hortus,4.1,454,24.9,2017,red,Pic-Saint-Loup Grande Cuvée 2017 Domaine de l'Hortus red,Outstanding
5549,Le Pur Fruit du Causse Cahors 2018,France,Cahors,Château Combel La Serre,3.7,454,8.48,2018,red,Le Pur Fruit du Causse Cahors 2018 Château Combel La Serre red,Above Average to Very Good
5550,Ses Nines Negre 2017,Spain,Binissalem-Mallorca,Tianna Negre,3.7,454,14.63,2017,red,Ses Nines Negre 2017 Tianna Negre red,Above Average to Very Good
5551,Sito dell'Ulmo Merlot 2013,Italy,Menfi,Planeta,3.9,454,18.92,2013,red,Sito dell'Ulmo Merlot 2013 Planeta red,Outstanding
