,Name,Country,Region,Winery,Rating,NumberOfRatings,Price,Year,WineStyle,Full_Name,Rating_Somm
13053,‘61 Franciacorta Satèn 1961,Italy,Franciacorta,Berlucchi,3.9,421,19.9,1961,sparkling,‘61 Franciacorta Satèn 1961 Berlucchi sparkling,Outstanding
13054,La Gatta Moscato d'Asti N.V.,Italy,Moscato d'Asti,Vite Colte,3.8,421,11.95,2050,sparkling,La Gatta Moscato d'Asti N.V. Vite Colte sparkling,Above Average to Very Good
13055,Fashion Victim Moscato Rosé N.V.,Italy,Veneto,Astoria,3.8,424,8.9,2050,sparkling,Fashion Victim Moscato Rosé N.V. Astoria sparkling,Above Average to Very Good
13056,Royal Crémant de Loire Brut N.V.,France,Crémant de Loire,Ackerman,4.0,427,15.9,2050,sparkling,Royal Crémant de Loire Brut N.V. Ackerman sparkling,Outstanding
13057,Sauvignon Blanc Sparkling N.V.,Slovenia,Podravje,Puklavec Family Wines,3.7,429,14.08,2050,sparkling,Sauvignon Blanc Sparkling N.V. Puklavec Family Wines sparkling,Above Average to Very Good
13058,Crémant de Bourgogne Brut Rosé N.V.,France,Crémant de Bourgogne,Cave de Lugny,4.0,433,11.52,2050,sparkling,Crémant de Bourgogne Brut Rosé N.V. Cave de Lugny sparkling,Outstanding
13059,Vecchie Viti N.V.,Italy,Conegliano-Valdobbiadene Prosecco,Ruggeri,3.9,436,18.49,2050,sparkling,Vecchie Viti N.V. Ruggeri sparkling,Outstanding
13060,Prosecco Brut N.V.,Italy,Prosecco,Cielo e Terra,3.6,436,6.9,2050,sparkling,Prosecco Brut N.V. Cielo e Terra sparkling,Above Average to Very Good
13061,Franciacorta Gran Cuvée Pas Operé N.V.,Italy,Franciacorta,Bellavista,4.1,438,34.9,2050,sparkling,Franciacorta Gran Cuvée Pas Operé N.V. Bellavista sparkling,Outstanding
13062,Chardonnay Piemonte Brut Vallerenza N.V.,Italy,Piemonte,Vite Colte,3.5,452,9.5,2050,sparkling,Chardonnay Piemonte Brut Vallerenza N.V. Vite Colte sparkling,Above Average to Very Good
13063,Crede Valdobbiadene Prosecco Superiore Brut 2017,Italy,Conegliano-Valdobbiadene Prosecco,Bisol,3.8,455,19.98,2017,sparkling,Crede Valdobbiadene Prosecco Superiore Brut 2017 Bisol sparkling,Above Average to Very Good
13064,Lugana Metodo Classico Brut N.V.,Italy,Lugana,Cà Maiol,3.6,455,22.09,2050,sparkling,Lugana Metodo Classico Brut N.V. Cà Maiol sparkling,Above Average to Very Good
13065,Prosecco Treviso Extra Dry N.V.,Italy,Prosecco di Treviso,Ca'Val,3.5,455,13.95,2050,sparkling,Prosecco Treviso Extra Dry N.V. Ca'Val sparkling,Above Average to Very Good
13066,Brut Reserve N.V.,Austria,Niederösterreich,Schloss Gobelsburg,3.8,457,19.86,2050,sparkling,Brut Reserve N.V. Schloss Gobelsburg sparkling,Above Average to Very Good
13067,Cuvée Supérieure Champagne N.V.,France,Champagne,Louis Casters,3.8,458,21.95,2050,sparkling,Cuvée Supérieure Champagne N.V. Louis Casters sparkling,Above Average to Very Good
13068,Réserve Premier Cru Brut Champagne Premier Cru N.V.,France,Champagne Premier Cru,Frédéric Malétrez,3.8,465,32.8,2050,sparkling,Réserve Premier Cru Brut Champagne Premier Cru N.V. Frédéric Malétrez sparkling,Above Average to Very Good
13069,Crémant de Loire Brut Rosé N.V.,France,Crémant de Loire,Bouvet-Ladubay,3.7,466,11.5,2050,sparkling,Crémant de Loire Brut Rosé N.V. Bouvet-Ladubay sparkling,Above Average to Very Good
13070,Valdobbiadene Prosecco Superiore Extra Dry N.V.,Italy,Conegliano-Valdobbiadene Prosecco,San Venanzio Fortunato,3.8,468,11.9,2050,sparkling,Valdobbiadene Prosecco Superiore Extra Dry N.V. San Venanzio Fortunato sparkling,Above Average to Very Good
13071,Blanc de Blancs Brut Champagne Grand Cru N.V.,France,Champagne Grand Cru,Autréau de Champillon,4.0,468,29.9,2050,sparkling,Blanc de Blancs Brut Champagne Grand Cru N.V. Autréau de Champillon sparkling,Outstanding
13072,Millesimé Brut Champagne 2006,France,Champagne,Charles Heidsieck,4.3,469,85.95,2006,sparkling,Millesimé Brut Champagne 2006 Charles Heidsieck sparkling,Outstanding
13073,Brut Apanage Rosé Champagne N.V.,France,Champagne,Pommery,4.1,469,65.49,2050,sparkling,Brut Apanage Rosé Champagne N.V. Pommery sparkling,Outstanding
13074,Brut N.V.,Austria,Niederösterreich,Weingut Bründlmayer,4.0,474,24.5,2050,sparkling,Brut N.V. Weingut Bründlmayer sparkling,Outstanding
13075,Rosé Brut N.V.,Austria,Wien,Schlumberger,3.6,477,15.59,2050,sparkling,Rosé Brut N.V. Schlumberger sparkling,Above Average to Very Good
13076,Riesling Brut N.V.,Germany,Rheingau,Kloster Eberbach,3.6,477,13.39,2050,sparkling,Riesling Brut N.V. Kloster Eberbach sparkling,Above Average to Very Good
13077,Pruno Nero Lambrusco N.V.,Italy,Emilia-Romagna,Cleto Chiarli,3.7,482,12.79,2050,sparkling,Pruno Nero Lambrusco N.V. Cleto Chiarli sparkling,Above Average to Very Good
13078,Blanc de Blancs Brut Champagne (Vintage) 2011,France,Champagne,Louis Roederer,4.2,482,67.26,2011,sparkling,Blanc de Blancs Brut Champagne (Vintage) 2011 Louis Roederer sparkling,Outstanding
13079,Prosecco Treviso N.V.,Italy,Prosecco di Treviso,Casa Gheller,3.6,482,9.4,2050,sparkling,Prosecco Treviso N.V. Casa Gheller sparkling,Above Average to Very Good
13080,Tradition Brut Champagne N.V.,France,Champagne,Baron-Fuenté,3.6,483,27.98,2050,sparkling,Tradition Brut Champagne N.V. Baron-Fuenté sparkling,Above Average to Very Good
13081,Perlé 2014,Italy,Trento,Ferrari,3.9,483,25.89,2014,sparkling,Perlé 2014 Ferrari sparkling,Outstanding
13082,Cuvée de l'Ecusson Pinot Noir Brut Rosé N.V.,Luxembourg,Moselle,Bernard-Massard,3.8,483,17.1,2050,sparkling,Cuvée de l'Ecusson Pinot Noir Brut Rosé N.V. Bernard-Massard sparkling,Above Average to Very Good
13083,Brut Rosé N.V.,Italy,Franciacorta,Montenisa,3.7,485,35.41,2050,sparkling,Brut Rosé N.V. Montenisa sparkling,Above Average to Very Good
13084,Maximum Brut Blanc de Blancs N.V.,Italy,Trento,Ferrari,3.7,489,26.09,2050,sparkling,Maximum Brut Blanc de Blancs N.V. Ferrari sparkling,Above Average to Very Good
13085,Marai de Marai Brut N.V.,Italy,Veneto,Foss Marai,3.7,490,11.17,2050,sparkling,Marai de Marai Brut N.V. Foss Marai sparkling,Above Average to Very Good
13086,Valdobbiadene Brut Marca Oro Rosé N.V.,Italy,Conegliano-Valdobbiadene Prosecco,Valdo,3.6,494,7.13,2050,sparkling,Valdobbiadene Brut Marca Oro Rosé N.V. Valdo sparkling,Above Average to Very Good
13087,Col de Mez Valdobbiadene Prosecco Superiore Brut N.V.,Italy,Conegliano-Valdobbiadene Prosecco,Soligo,3.7,495,9.1,2050,sparkling,Col de Mez Valdobbiadene Prosecco Superiore Brut N.V. Soligo sparkling,Above Average to Very Good
13088,Chardonnay Sekt Trocken N.V.,Germany,Rheingau,Fürst von Metternich,3.5,495,11.49,2050,sparkling,Chardonnay Sekt Trocken N.V. Fürst von Metternich sparkling,Above Average to Very Good
13089,Premium Reserve Brut Champagne Premier Cru N.V.,France,Champagne Premier Cru,Charles Mignon,3.8,496,34.73,2050,sparkling,Premium Reserve Brut Champagne Premier Cru N.V. Charles Mignon sparkling,Above Average to Very Good
13090,Prosecco N.V.,Italy,Prosecco,Reguta,3.7,500,5.5,2050,sparkling,Prosecco N.V. Reguta sparkling,Above Average to Very Good
13091,Flavè Brut Rosato N.V.,Italy,Veneto,Bepin de Eto,3.9,501,9.95,2050,sparkling,Flavè Brut Rosato N.V. Bepin de Eto sparkling,Outstanding
13092,Alexandra Champagne Rosé (Grande Cuvée) 2004,France,Champagne,Laurent-Perrier,4.6,503,349.0,2004,sparkling,Alexandra Champagne Rosé (Grande Cuvée) 2004 Laurent-Perrier sparkling,Outstanding
13093,Brut Millesimé Champagne N.V.,France,Champagne,Piper-Heidsieck,4.0,505,39.09,2050,sparkling,Brut Millesimé Champagne N.V. Piper-Heidsieck sparkling,Outstanding
13094,Carte Blanche N.V.,Germany,Baden,Geldermann,3.6,505,12.09,2050,sparkling,Carte Blanche N.V. Geldermann sparkling,Above Average to Very Good
13095,Special Club Millesimé de Collection Champagne N.V.,France,Champagne,Pierre Gimonnet & Fils,4.2,507,55.0,2050,sparkling,Special Club Millesimé de Collection Champagne N.V. Pierre Gimonnet & Fils sparkling,Outstanding
13096,Rosè di Pinot Brut N.V.,Italy,Veneto,Ruggeri,3.6,512,11.9,2050,sparkling,Rosè di Pinot Brut N.V. Ruggeri sparkling,Above Average to Very Good
13097,Brut Reserve N.V.,South Africa,Franschhoek,Colmant,3.8,512,23.5,2050,sparkling,Brut Reserve N.V. Colmant sparkling,Above Average to Very Good
13098,Tradition Brut Champagne Premier Cru N.V.,France,Champagne Premier Cru,Paul Goerg,3.8,513,33.27,2050,sparkling,Tradition Brut Champagne Premier Cru N.V. Paul Goerg sparkling,Above Average to Very Good
13099,Prosecco Frizzante N.V.,Italy,Prosecco,Riondo,3.6,518,7.95,2050,sparkling,Prosecco Frizzante N.V. Riondo sparkling,Above Average to Very Good
13100,Il Grigio N.V.,Italy,Friuli-Venezia Giulia,Collavini,3.6,520,14.09,2050,sparkling,Il Grigio N.V. Collavini sparkling,Above Average to Very Good
13101,Saumur Brut N.V.,France,Saumur,Mlle Ladubay,3.6,522,11.9,2050,sparkling,Saumur Brut N.V. Mlle Ladubay sparkling,Above Average to Very Good
13102,Brut Blanc de Blancs Champagne N.V.,France,Champagne,Charles Heidsieck,4.2,524,74.78,2050,sparkling,Brut Blanc de Blancs Champagne N.V. Charles Heidsieck sparkling,Outstanding
13103,Crémant de Bourgogne Brut N.V.,France,Crémant de Bourgogne,Antonin Rodet,3.6,525,19.34,2050,sparkling,Crémant de Bourgogne Brut N.V. Antonin Rodet sparkling,Above Average to Very Good
13104,Brut Rosé (Reserve) N.V.,Austria,Niederösterreich,Loimer,3.8,528,19.86,2050,sparkling,Brut Rosé (Reserve) N.V. Loimer sparkling,Above Average to Very Good
13105,Punto Rosa Millesimato N.V.,Italy,Veneto,Val d'Oca,3.7,532,10.99,2050,sparkling,Punto Rosa Millesimato N.V. Val d'Oca sparkling,Above Average to Very Good
13106,Vendemmia Brut 2013,Italy,Franciacorta,Bellavista,4.2,535,37.9,2013,sparkling,Vendemmia Brut 2013 Bellavista sparkling,Outstanding
13107,Rosé Brut Premium Reserve Champagne N.V.,France,Champagne Premier Cru,Charles Mignon,4.0,542,37.88,2050,sparkling,Rosé Brut Premium Reserve Champagne N.V. Charles Mignon sparkling,Outstanding
13108,Blanc de Blancs Champagne Grand Cru N.V.,France,Champagne Grand Cru,Bruno Paillard,4.2,547,64.95,2050,sparkling,Blanc de Blancs Champagne Grand Cru N.V. Bruno Paillard sparkling,Outstanding
13109,L'Acino N.V.,Italy,Lambrusco Grasparossa di Castelvetro,Corte Manzini,3.8,554,12.9,2050,sparkling,L'Acino N.V. Corte Manzini sparkling,Above Average to Very Good
13110,Asti N.V.,Italy,Asti,Cinzano,3.8,556,9.99,2050,sparkling,Asti N.V. Cinzano sparkling,Above Average to Very Good
13111,Cuvée dei Frati Brut Rosé N.V.,Italy,Lombardia,Cà dei Frati,3.8,557,23.8,2050,sparkling,Cuvée dei Frati Brut Rosé N.V. Cà dei Frati sparkling,Above Average to Very Good
13112,Valdobbiadene Prosecco Superiore Brut N.V.,Italy,Conegliano-Valdobbiadene Prosecco,San Venanzio Fortunato,3.7,558,10.95,2050,sparkling,Valdobbiadene Prosecco Superiore Brut N.V. San Venanzio Fortunato sparkling,Above Average to Very Good
13113,Crémant de Loire Brut Rosé N.V.,France,Crémant de Loire,Monmousseau,3.6,558,12.9,2050,sparkling,Crémant de Loire Brut Rosé N.V. Monmousseau sparkling,Above Average to Very Good
13114,Franciacorta Rosé N.V.,Italy,Franciacorta,Mirabella,3.8,561,19.9,2050,sparkling,Franciacorta Rosé N.V. Mirabella sparkling,Above Average to Very Good
13115,Vouvray Brut N.V.,France,Vouvray,Vigneau-Chevreau,3.8,562,14.5,2050,sparkling,Vouvray Brut N.V. Vigneau-Chevreau sparkling,Above Average to Very Good
13116,Prestige Brut Champagne Grand Cru N.V.,France,Champagne Grand Cru 'Cramant',Bonnaire,4.0,565,43.9,2050,sparkling,Prestige Brut Champagne Grand Cru N.V. Bonnaire sparkling,Outstanding
13117,Brolese Franciacorta Extra Brut Rosé N.V.,Italy,Franciacorta,Villa Crespia,3.8,569,16.99,2050,sparkling,Brolese Franciacorta Extra Brut Rosé N.V. Villa Crespia sparkling,Above Average to Very Good
13118,Brut Rosé Champagne N.V.,France,Champagne,Leclerc Briant,3.9,569,53.7,2050,sparkling,Brut Rosé Champagne N.V. Leclerc Briant sparkling,Outstanding
13119,Rosé Champagne N.V.,France,Champagne,Jacquart,3.8,570,32.99,2050,sparkling,Rosé Champagne N.V. Jacquart sparkling,Above Average to Very Good
13120,Millésimé Brut Champagne 2013,France,Champagne,Taittinger,4.2,573,60.63,2013,sparkling,Millésimé Brut Champagne 2013 Taittinger sparkling,Outstanding
13121,Spätburgunder Brut Rosé N.V.,Germany,Pfalz,Reichsrat von Buhl,3.8,581,19.9,2050,sparkling,Spätburgunder Brut Rosé N.V. Reichsrat von Buhl sparkling,Above Average to Very Good
13122,Cuvée Joséphine Brut Champagne N.V.,France,Champagne,Joseph Perrier,4.3,583,112.53,2050,sparkling,Cuvée Joséphine Brut Champagne N.V. Joseph Perrier sparkling,Outstanding
13123,L'Universelle Brut Champagne N.V.,France,Champagne,Baron Albert,3.7,585,25.98,2050,sparkling,L'Universelle Brut Champagne N.V. Baron Albert sparkling,Above Average to Very Good
13124,Crémant d'Alsace Brut Premium N.V.,France,Crémant d'Alsace,Bestheim,3.8,585,11.5,2050,sparkling,Crémant d'Alsace Brut Premium N.V. Bestheim sparkling,Above Average to Very Good
13125,Cuvée D Champagne N.V.,France,Champagne,Veuve A. Devaux,4.0,586,36.59,2050,sparkling,Cuvée D Champagne N.V. Veuve A. Devaux sparkling,Outstanding
13126,Quattuor Blanc de Quatre Blancs Brut Champagne N.V.,France,Champagne,Drappier,4.1,598,61.55,2050,sparkling,Quattuor Blanc de Quatre Blancs Brut Champagne N.V. Drappier sparkling,Outstanding
13127,1404 Prosecco N.V.,Italy,Prosecco,Casa Defrà,3.7,601,8.77,2050,sparkling,1404 Prosecco N.V. Casa Defrà sparkling,Above Average to Very Good
13128,Crémant de Limoux Brut N.V.,France,Crémant de Limoux,Gérard Bertrand,3.6,603,39.99,2050,sparkling,Crémant de Limoux Brut N.V. Gérard Bertrand sparkling,Above Average to Very Good
13129,Cava Brut Reserva Rosé N.V.,Spain,Cava,Vilarnau,3.5,611,11.08,2050,sparkling,Cava Brut Reserva Rosé N.V. Vilarnau sparkling,Above Average to Very Good
13130,Cristal Rosé Brut Champagne (Millésimé) 2007,France,Champagne,Louis Roederer,4.6,613,495.0,2007,sparkling,Cristal Rosé Brut Champagne (Millésimé) 2007 Louis Roederer sparkling,Outstanding
13131,Brut Champagne 2008,France,Champagne,Barons de Rothschild (Lafite),4.1,619,90.43,2008,sparkling,Brut Champagne 2008 Barons de Rothschild (Lafite) sparkling,Outstanding
13132,Brut Millésimé Champagne 2008,France,Champagne,Laurent-Perrier,4.2,624,59.95,2008,sparkling,Brut Millésimé Champagne 2008 Laurent-Perrier sparkling,Outstanding
13133,Treviso Prosecco Frizzante N.V.,Italy,Prosecco di Treviso,Borgo Molino,3.6,625,7.9,2050,sparkling,Treviso Prosecco Frizzante N.V. Borgo Molino sparkling,Above Average to Very Good
13134,Belle Epoque Blanc de Blancs Champagne N.V.,France,Champagne,Perrier-Jouët,4.5,627,259.95,2050,sparkling,Belle Epoque Blanc de Blancs Champagne N.V. Perrier-Jouët sparkling,Outstanding
13135,Blanc de Blancs Brut N.V.,France,Alsace,Cavalier,3.2,630,8.0,2050,sparkling,Blanc de Blancs Brut N.V. Cavalier sparkling,Above Average to Very Good
13136,Riserva Lunelli 2009,Italy,Trento,Ferrari,4.3,631,51.59,2009,sparkling,Riserva Lunelli 2009 Ferrari sparkling,Outstanding
13137,Jaume Codorníu Gran Reserva Cava N.V.,Spain,Cava,Codorníu,4.1,631,48.91,2050,sparkling,Jaume Codorníu Gran Reserva Cava N.V. Codorníu sparkling,Outstanding
13138,Il Vino dei Poeti Rosé Brut N.V.,Italy,Veneto,Bottega,3.5,633,19.9,2050,sparkling,Il Vino dei Poeti Rosé Brut N.V. Bottega sparkling,Above Average to Very Good
13139,Cartizze Valdobbiadene Superiore Dry N.V.,Italy,Conegliano-Valdobbiadene Prosecco,Bisol,4.0,636,31.03,2050,sparkling,Cartizze Valdobbiadene Superiore Dry N.V. Bisol sparkling,Outstanding
13140,Prosecco Treviso Frizzante N.V.,Italy,Prosecco di Treviso,Maschio dei Cavalieri,3.6,636,7.79,2050,sparkling,Prosecco Treviso Frizzante N.V. Maschio dei Cavalieri sparkling,Above Average to Very Good
13141,The Peppermint Paddock Chambourcin N.V.,Australia,McLaren Vale,d'Arenberg,3.9,638,22.9,2050,sparkling,The Peppermint Paddock Chambourcin N.V. d'Arenberg sparkling,Outstanding
13142,Santo Stefano Valdobbiadene Prosecco Superiore N.V.,Italy,Conegliano-Valdobbiadene Prosecco,Ruggeri,3.8,638,11.7,2050,sparkling,Santo Stefano Valdobbiadene Prosecco Superiore N.V. Ruggeri sparkling,Above Average to Very Good
13143,Weisser Mulatschak 2018,Austria,Burgenland,Meinklang,4.3,640,11.5,2018,sparkling,Weisser Mulatschak 2018 Meinklang sparkling,Outstanding
13144,Brut N.V.,Luxembourg,Luxembourg,Domaine Alice Hartmann,4.2,653,29.95,2050,sparkling,Brut N.V. Domaine Alice Hartmann sparkling,Outstanding
13145,Authentic Meunier Blanc de Noirs Brut Champagne N.V.,France,Champagne,Michel Loriot,3.9,654,26.12,2050,sparkling,Authentic Meunier Blanc de Noirs Brut Champagne N.V. Michel Loriot sparkling,Outstanding
13146,Lightly Sparkling - Sauvignon Blanc 2017,New Zealand,Marlborough,Villa Maria,4.0,667,10.99,2017,sparkling,Lightly Sparkling - Sauvignon Blanc 2017 Villa Maria sparkling,Outstanding
13147,Sior Piero Valdobbiadene Prosecco Superiore N.V.,Italy,Conegliano-Valdobbiadene Prosecco,V8+,3.8,674,13.07,2050,sparkling,Sior Piero Valdobbiadene Prosecco Superiore N.V. V8+ sparkling,Above Average to Very Good
13148,Fragolino Rosso N.V.,Italy,Emilia-Romagna,Bottega,3.7,676,7.99,2050,sparkling,Fragolino Rosso N.V. Bottega sparkling,Above Average to Very Good
13149,Blanc de Noirs Brut Champagne N.V.,France,Champagne,Alexandre Bonnet,3.8,681,33.75,2050,sparkling,Blanc de Noirs Brut Champagne N.V. Alexandre Bonnet sparkling,Above Average to Very Good
13150,Brut Origine Champagne N.V.,France,Champagne,Tribaut Schloesser,3.8,686,26.95,2050,sparkling,Brut Origine Champagne N.V. Tribaut Schloesser sparkling,Above Average to Very Good
13151,Grande Réserve Demi-Sec Champagne N.V.,France,Champagne,Baron-Fuenté,3.9,688,19.95,2050,sparkling,Grande Réserve Demi-Sec Champagne N.V. Baron-Fuenté sparkling,Outstanding
13152,Prosecco di Conegliano-Valdobbiadene Superiore Brut N.V.,Italy,Conegliano-Valdobbiadene Prosecco,Collalto,3.8,690,10.95,2050,sparkling,Prosecco di Conegliano-Valdobbiadene Superiore Brut N.V. Collalto sparkling,Above Average to Very Good
13153,Motivo Rosé Extra Dry N.V.,Italy,Veneto,Borgo Molino,3.9,692,9.9,2050,sparkling,Motivo Rosé Extra Dry N.V. Borgo Molino sparkling,Outstanding
13154,Blanc de Blancs Brut 25 N.V.,Italy,Franciacorta,Fratelli Berlucchi,3.8,692,15.9,2050,sparkling,Blanc de Blancs Brut 25 N.V. Fratelli Berlucchi sparkling,Above Average to Very Good
13155,Cartizze N.V.,Italy,Conegliano-Valdobbiadene Prosecco,Ruggeri,3.8,695,18.89,2050,sparkling,Cartizze N.V. Ruggeri sparkling,Above Average to Very Good
13156,Cartizze Vigna La Rivetta N.V.,Italy,Prosecco,Villa Sandi,4.0,695,25.5,2050,sparkling,Cartizze Vigna La Rivetta N.V. Villa Sandi sparkling,Outstanding
13157,D'O Millesimato Extra Dry N.V.,Italy,Prosecco,Fattoria Conca d'Oro,3.7,701,9.95,2050,sparkling,D'O Millesimato Extra Dry N.V. Fattoria Conca d'Oro sparkling,Above Average to Very Good
13158,Lambrusco Grasparossa di Castelvetro Amabile N.V.,Italy,Lambrusco Grasparossa di Castelvetro,Chiarli 1860,3.7,724,6.59,2050,sparkling,Lambrusco Grasparossa di Castelvetro Amabile N.V. Chiarli 1860 sparkling,Above Average to Very Good
13159,Extra Brut N.V.,Austria,Niederösterreich,Loimer,3.8,733,19.86,2050,sparkling,Extra Brut N.V. Loimer sparkling,Above Average to Very Good
13160,Alghero Torbato Spumante Brut N.V.,Italy,Alghero,Sella & Mosca,3.6,733,14.41,2050,sparkling,Alghero Torbato Spumante Brut N.V. Sella & Mosca sparkling,Above Average to Very Good
13161,Blanc de Blancs Brut N.V.,France,Champagne,Barons de Rothschild (Lafite),4.1,736,70.41,2050,sparkling,Blanc de Blancs Brut N.V. Barons de Rothschild (Lafite) sparkling,Outstanding
13162,Prosecco N.V.,Italy,Prosecco,Sacchetto,3.5,736,7.69,2050,sparkling,Prosecco N.V. Sacchetto sparkling,Above Average to Very Good
13163,Prosecco Spumante Brut N.V.,Italy,Prosecco,Zonin,3.5,743,8.5,2050,sparkling,Prosecco Spumante Brut N.V. Zonin sparkling,Above Average to Very Good
13164,Belle Epoque Brut Champagne 2012,France,Champagne,Perrier-Jouët,4.4,743,95.53,2012,sparkling,Belle Epoque Brut Champagne 2012 Perrier-Jouët sparkling,Outstanding
13165,Demi-Sec Champagne N.V.,France,Champagne,Deutz,4.1,747,37.5,2050,sparkling,Demi-Sec Champagne N.V. Deutz sparkling,Outstanding
13166,Prosecco Valdobbiadene Superiore Millesimato 2017,Italy,Prosecco,Villa Sandi,3.8,753,11.21,2017,sparkling,Prosecco Valdobbiadene Superiore Millesimato 2017 Villa Sandi sparkling,Above Average to Very Good
