,Name,Country,Region,Winery,Rating,NumberOfRatings,Price,Year,WineStyle,Full_Name
11512,Bourgogne Couvent Des Jacobins Blanc 2018,France,Bourgogne,Louis Jadot,3.9,177,16.48,2018,white,Bourgogne Couvent Des Jacobins Blanc 2018 Louis Jadot white
11513,Unoaked Chardonnay 2019,Argentina,Tupungato,Domaine Bousquet,3.9,177,7.32,2019,white,Unoaked Chardonnay 2019 Domaine Bousquet white
11514,Eve Chardonnay 2017,United States,Ancient Lakes of Columbia Valley,Charles Smith,3.2,177,13.16,2017,white,Eve Chardonnay 2017 Charles Smith white
11515,Mâcon-Milly-Lamartine 2017,France,Mâcon-Milly-Lamartine,Les Héritiers du Comte Lafon,4.0,177,20.9,2017,white,Mâcon-Milly-Lamartine 2017 Les Héritiers du Comte Lafon white
11516,Gewürztraminer 2019,Italy,Südtirol - Alto Adige,St. Michael-Eppan,3.9,177,10.9,2019,white,Gewürztraminer 2019 St. Michael-Eppan white
11517,Gavi Valentino 2018,Italy,Gavi,La Scolca,3.8,177,10.9,2018,white,Gavi Valentino 2018 La Scolca white
11518,Venezia Giulia Lis 2015,Italy,Venezia Giulia,Lis Neris,4.1,178,53.58,2015,white,Venezia Giulia Lis 2015 Lis Neris white
11519,Viura - Chardonnay 2019,Spain,Vino de España,Terra Linda,3.7,178,6.5,2019,white,Viura - Chardonnay 2019 Terra Linda white
11520,Hensel Und Gretel White 2018,Germany,Pfalz,Schneider,4.1,178,13.5,2018,white,Hensel Und Gretel White 2018 Schneider white
11521,Adrianna Vineyard White Bones Chardonnay 2016,Argentina,Mendoza,Catena Zapata,4.5,178,86.95,2016,white,Adrianna Vineyard White Bones Chardonnay 2016 Catena Zapata white
11522,Federspiel Riesling 2011,Austria,Wachau,Nikolaihof,3.9,178,26.5,2011,white,Federspiel Riesling 2011 Nikolaihof white
11523,Mâcon-Villages 2015,France,Mâcon-Villages,Les Héritiers du Comte Lafon,3.8,178,22.22,2015,white,Mâcon-Villages 2015 Les Héritiers du Comte Lafon white
11524,Bernkasteler Badstube Riesling Kabinett 2011,Germany,Bernkastel,Joh. Jos. Prüm,3.9,178,22.69,2011,white,Bernkasteler Badstube Riesling Kabinett 2011 Joh. Jos. Prüm white
11525,Collection Unique 2018,France,Côtes de Gascogne,Uby,3.9,179,5.8,2018,white,Collection Unique 2018 Uby white
11526,Graacher Himmelreich Riesling Kabinett 2018,Germany,Graach,Joh. Jos. Prüm,4.2,179,21.21,2018,white,Graacher Himmelreich Riesling Kabinett 2018 Joh. Jos. Prüm white
11527,Alta Colección Pinot Gris 2018,Argentina,Uco Valley,Bodega Piedra Negra,3.7,179,8.99,2018,white,Alta Colección Pinot Gris 2018 Bodega Piedra Negra white
11528,Terroir Series Sauvignon Blanc 2018,New Zealand,Marlborough,Brancott Estate,4.0,179,9.99,2018,white,Terroir Series Sauvignon Blanc 2018 Brancott Estate white
11529,Quintaluna 2018,Spain,Castilla y León,Ossian,3.8,179,13.48,2018,white,Quintaluna 2018 Ossian white
11530,Pinot Grigio 2018,Italy,Südtirol - Alto Adige,Andrian,4.1,180,16.13,2018,white,Pinot Grigio 2018 Andrian white
11531,Altozano Verdejo - Sauvignon Blanc 2018,Spain,Castilla,Finca Constancia,3.4,180,5.75,2018,white,Altozano Verdejo - Sauvignon Blanc 2018 Finca Constancia white
11532,La Luciana Gavi 2018,Italy,Gavi,Araldica,3.7,180,10.51,2018,white,La Luciana Gavi 2018 Araldica white
11533,Mineral Riesling Trocken 2015,Germany,Nahe,Emrich-Schönleber,3.9,181,18.95,2015,white,Mineral Riesling Trocken 2015 Emrich-Schönleber white
11534,Riesling Réserve 2018,France,Alsace,Lucien Albrecht,3.9,181,9.57,2018,white,Riesling Réserve 2018 Lucien Albrecht white
11535,Wehlener Klosterberg Pinot Blanc 2015,Germany,Mosel,Markus Molitor,4.2,182,25.95,2015,white,Wehlener Klosterberg Pinot Blanc 2015 Markus Molitor white
11536,Benchmark Chardonnay 2017,Australia,Barossa,Grant Burge,3.3,183,7.51,2017,white,Benchmark Chardonnay 2017 Grant Burge white
11537,Grüner Veltliner Terrassen 2019,Austria,Niederösterreich,Leth,3.8,183,7.67,2019,white,Grüner Veltliner Terrassen 2019 Leth white
11538,Moscato 2018,United States,California,Gallo Family Vineyards,3.7,184,6.3,2018,white,Moscato 2018 Gallo Family Vineyards white
11539,Hereford Chardonnay 2019,Argentina,Mendoza,Bodegas la Rosa,3.4,185,5.53,2019,white,Hereford Chardonnay 2019 Bodegas la Rosa white
11540,Fantini Trebbiano d’Abruzzo 2018,Italy,Trebbiano d'Abruzzo,Farnese,3.6,185,4.4,2018,white,Fantini Trebbiano d’Abruzzo 2018 Farnese white
11541,Riesling Trocken 2018,Germany,Rheinhessen,K.Wechsler,3.8,185,8.61,2018,white,Riesling Trocken 2018 K.Wechsler white
11542,Alentejano Branco 2018,Portugal,Alentejano,Herdade dos Grous,3.8,186,10.9,2018,white,Alentejano Branco 2018 Herdade dos Grous white
11543,Bordeaux Blanc 2018,France,Bordeaux,Mouton Cadet,3.6,186,10.74,2018,white,Bordeaux Blanc 2018 Mouton Cadet white
11544,Schiefersteil Riesling 2017,Germany,Mosel,Markus Molitor,3.8,186,11.89,2017,white,Schiefersteil Riesling 2017 Markus Molitor white
11545,Sémillon - Chardonnay 2017,Australia,South Australia,Rawson's Retreat,3.3,186,7.95,2017,white,Sémillon - Chardonnay 2017 Rawson's Retreat white
11546,The Y Series Unwooded Chardonnay 2018,Australia,South Australia,Yalumba,3.6,186,13.82,2018,white,The Y Series Unwooded Chardonnay 2018 Yalumba white
11547,Etna Calderara Sottana Bianco 2017,Italy,Sicilia,Tenuta delle Terre Nere,4.1,186,26.9,2017,white,Etna Calderara Sottana Bianco 2017 Tenuta delle Terre Nere white
11548,Tibó Blanco 2018,Spain,Valencia,De Moya,3.8,187,8.73,2018,white,Tibó Blanco 2018 De Moya white
11549,Campanaro 2017,Italy,Irpinia,Feudi di San Gregorio,4.1,187,29.95,2017,white,Campanaro 2017 Feudi di San Gregorio white
11550,Würzburger Stein Silvaner Trocken 2018,Germany,Franken,Bürgerspital,3.7,187,15.16,2018,white,Würzburger Stein Silvaner Trocken 2018 Bürgerspital white
11551,Grande Cuvée Chablis 1er Cru 2017,France,Chablis Premier Cru,La Chablisienne,3.9,187,22.9,2017,white,Grande Cuvée Chablis 1er Cru 2017 La Chablisienne white
11552,Russian River Valley Chardonnay 2015,United States,Russian River Valley,DeLoach,3.7,188,32.0,2015,white,Russian River Valley Chardonnay 2015 DeLoach white
11553,Clairette du Languedoc Adissan Art de Vivre 2018,France,Clairette de Languedoc,Gérard Bertrand,3.8,188,15.95,2018,white,Clairette du Languedoc Adissan Art de Vivre 2018 Gérard Bertrand white
11554,Chablis 2015,France,Chablis,Chanson,3.7,188,27.15,2015,white,Chablis 2015 Chanson white
11555,Colomba Platino 2018,Italy,Terre Siciliane,Duca di Salaparuta,3.5,188,11.35,2018,white,Colomba Platino 2018 Duca di Salaparuta white
11556,Viognier 2017,Argentina,Uco Valley,DiamAndes,3.9,188,16.84,2017,white,Viognier 2017 DiamAndes white
11557,Benchmark Chardonnay 2018,Australia,Barossa,Grant Burge,3.3,188,7.6,2018,white,Benchmark Chardonnay 2018 Grant Burge white
11558,Chardonnay 2016,United States,Columbia Valley,Columbia Winery,3.6,189,14.62,2016,white,Chardonnay 2016 Columbia Winery white
11559,Grand Cru 2017,Italy,Terre Siciliane,Tenuta Rapitalà,4.2,189,19.9,2017,white,Grand Cru 2017 Tenuta Rapitalà white
11560,Chateau de Fontaine-Audon Sancerre 2018,France,Sancerre,Langlois-Chateau,3.9,189,19.9,2018,white,Chateau de Fontaine-Audon Sancerre 2018 Langlois-Chateau white
11561,Te Arai Vineyard Chenin Blanc 2016,New Zealand,Gisborne,Millton,4.0,189,19.45,2016,white,Te Arai Vineyard Chenin Blanc 2016 Millton white
11562,Sauvignon Blanc 2019,South Africa,Stellenbosch,Tokara,3.6,189,10.95,2019,white,Sauvignon Blanc 2019 Tokara white
11563,Sauvignon Blanc Trocken 2018,Germany,Pfalz,Knipser,3.9,189,10.6,2018,white,Sauvignon Blanc Trocken 2018 Knipser white
11564,Chenin Blanc 2017,South Africa,Stellenbosch,Fleur du Cap,3.5,189,9.3,2017,white,Chenin Blanc 2017 Fleur du Cap white
11565,Chardonnay 2018,Israel,Galilee,Yarden,4.2,190,14.9,2018,white,Chardonnay 2018 Yarden white
11566,Prail Sauvignon 2017,Italy,Trentino-Alto Adige,Colterenzio (Schreckbichl),3.8,190,13.6,2017,white,Prail Sauvignon 2017 Colterenzio (Schreckbichl) white
11567,Chardonnay 2016,Italy,Südtirol - Alto Adige,Tramin,3.6,190,8.6,2016,white,Chardonnay 2016 Tramin white
11568,Pinot Grigio Alto Adige Castel Ringberg 2018,Italy,Südtirol - Alto Adige,Elena Walch,4.1,190,19.25,2018,white,Pinot Grigio Alto Adige Castel Ringberg 2018 Elena Walch white
11569,Chardonnay 2018,Italy,Südtirol - Alto Adige,St. Michael-Eppan,3.7,190,11.9,2018,white,Chardonnay 2018 St. Michael-Eppan white
11570,Altkirch Chardonnay 2018,Italy,Südtirol - Alto Adige,Colterenzio (Schreckbichl),3.5,191,10.23,2018,white,Altkirch Chardonnay 2018 Colterenzio (Schreckbichl) white
11571,Gris 2017,Italy,Friuli Isonzo,Lis Neris,4.0,191,25.9,2017,white,Gris 2017 Lis Neris white
11572,Gris 2011,Italy,Friuli Isonzo,Lis Neris,4.0,192,39.69,2011,white,Gris 2011 Lis Neris white
11573,Tonschiefer Riesling Trocken 2017,Germany,Nahe,Dönnhoff,3.8,192,16.09,2017,white,Tonschiefer Riesling Trocken 2017 Dönnhoff white
11574,Chardonnay 2017,Israel,Galilee,Gamla,3.5,192,13.82,2017,white,Chardonnay 2017 Gamla white
11575,Gavi del Comune di Gavi 2018,Italy,Gavi,Bersano,3.8,192,11.45,2018,white,Gavi del Comune di Gavi 2018 Bersano white
11576,Blanco (Riesling - Torrontés) 2019,Argentina,Salta,Amalaya,3.8,192,7.13,2019,white,Blanco (Riesling - Torrontés) 2019 Amalaya white
11577,Sancerre D'Antan 2014,France,Sancerre,Henri Bourgeois,4.3,192,38.0,2014,white,Sancerre D'Antan 2014 Henri Bourgeois white
11578,Nussbaumer Gewürztraminer 2018,Italy,Südtirol - Alto Adige,Tramin,4.2,192,21.24,2018,white,Nussbaumer Gewürztraminer 2018 Tramin white
11579,Chenin Blanc 2019,South Africa,Swartland,Allesverloren,3.7,193,9.95,2019,white,Chenin Blanc 2019 Allesverloren white
11580,Adènzia Bianco 2018,Italy,Sicilia,Baglio del Cristo di Campobello,4.0,193,12.06,2018,white,Adènzia Bianco 2018 Baglio del Cristo di Campobello white
11581,Chardonnay 2017,Chile,Casablanca Valley,Haras de Pirque,3.6,193,10.68,2017,white,Chardonnay 2017 Haras de Pirque white
11582,Nussberg Wiener Gemischter Satz 2017,Austria,Wiener Gemischter Satz,Wieninger,3.9,193,24.12,2017,white,Nussberg Wiener Gemischter Satz 2017 Wieninger white
11583,Rioja Satinela Blanco Semidulce 2019,Spain,Rioja,Marqués de Cáceres,4.1,193,6.29,2019,white,Rioja Satinela Blanco Semidulce 2019 Marqués de Cáceres white
11584,Roero Arneis 2018,Italy,Roero,Fontanafredda,3.6,193,7.08,2018,white,Roero Arneis 2018 Fontanafredda white
11585,Domaine de L'Aigle Chardonnay Limoux 2017,France,Limoux,Gérard Bertrand,3.9,194,18.08,2017,white,Domaine de L'Aigle Chardonnay Limoux 2017 Gérard Bertrand white
11586,Macon-Lugny 2018,France,Mâcon-Lugny,Louis Latour,3.8,194,13.55,2018,white,Macon-Lugny 2018 Louis Latour white
11587,Zapallar Coast Sauvignon Blanc 2019,Chile,Aconcagua Valley,Outer Limits,4.2,194,14.89,2019,white,Zapallar Coast Sauvignon Blanc 2019 Outer Limits white
11588,Riesling Terrassen 2017,Austria,Kamptal,Weingut Bründlmayer,3.7,194,13.25,2017,white,Riesling Terrassen 2017 Weingut Bründlmayer white
11589,Terroir Littoral Chardonnay 2018,France,Pays d'Oc,Fortant,3.3,194,6.86,2018,white,Terroir Littoral Chardonnay 2018 Fortant white
11590,Chardonnay 2019,France,Pays d'Oc,Laroche,3.4,194,8.45,2019,white,Chardonnay 2019 Laroche white
11591,Vat 1 Sémillon 2012,Australia,Hunter Valley,Tyrrell's,3.9,194,33.92,2012,white,Vat 1 Sémillon 2012 Tyrrell's white
11592,SL Riesling Trocken 2015,Germany,Mosel,Schloss Lieser,3.8,194,11.9,2015,white,SL Riesling Trocken 2015 Schloss Lieser white
11593,Varietal Sauvignon Blanc 2017,Chile,Central Valley,Santa Helena,3.2,195,4.89,2017,white,Varietal Sauvignon Blanc 2017 Santa Helena white
11594,Ribolla Gialla 2018,Italy,Venezia Giulia,Alturis,3.8,195,8.37,2018,white,Ribolla Gialla 2018 Alturis white
11595,Aussières Blanc (Chardonnay) 2018,France,Pays d'Oc,Château d’Aussières,3.6,195,7.9,2018,white,Aussières Blanc (Chardonnay) 2018 Château d’Aussières white
11596,Ürziger Würzgarten Riesling Kabinett 2015,Germany,Mosel,Markus Molitor,3.8,195,15.4,2015,white,Ürziger Würzgarten Riesling Kabinett 2015 Markus Molitor white
11597,Alentejano Branco 2018,Portugal,Alentejo,Fitapreta,3.9,195,9.75,2018,white,Alentejano Branco 2018 Fitapreta white
11598,Gavi del Comune di Gavi 2018,Italy,Gavi,Enrico Serafino,3.9,196,13.57,2018,white,Gavi del Comune di Gavi 2018 Enrico Serafino white
11599,Le Canon du Maréchal Muscat - Viognier 2018,France,Côtes Catalanes,Cazes,3.7,196,9.35,2018,white,Le Canon du Maréchal Muscat - Viognier 2018 Cazes white
11600,Brognoligo Soave Classico 2018,Italy,Soave,Cecilia Beretta,3.9,196,10.21,2018,white,Brognoligo Soave Classico 2018 Cecilia Beretta white
11601,Misco Verdicchio dei Castelli di Jesi Classico Superiore 2017,Italy,Verdicchio dei Castelli di Jesi,Tenuta di Tavignano,4.0,196,13.9,2017,white,Misco Verdicchio dei Castelli di Jesi Classico Superiore 2017 Tenuta di Tavignano white
11602,Chardonnay 2018,Argentina,Mendoza,Catena Alta,4.0,196,24.18,2018,white,Chardonnay 2018 Catena Alta white
11603,Pouilly-Fumé 2017,France,Pouilly-Fumé,Le Domaine Saget,3.6,196,15.9,2017,white,Pouilly-Fumé 2017 Le Domaine Saget white
11604,Chardonnay Leithaberg 2014,Austria,Neusiedlersee-Hügelland,Heinrich,3.7,196,15.65,2014,white,Chardonnay Leithaberg 2014 Heinrich white
11605,Sauvignon Blanc 2019,New Zealand,Marlborough,The Cloud Factory,4.0,197,10.9,2019,white,Sauvignon Blanc 2019 The Cloud Factory white
11606,Contea di Sclafani Nozze d'Oro Regaleali 2016,Italy,Contea di Sclafani,Tasca d'Almerita,3.8,197,13.39,2016,white,Contea di Sclafani Nozze d'Oro Regaleali 2016 Tasca d'Almerita white
11607,Sancerre Le MD De Bourgeois 2017,France,Sancerre,Henri Bourgeois,4.1,197,24.95,2017,white,Sancerre Le MD De Bourgeois 2017 Henri Bourgeois white
11608,Capellanía 2015,Spain,Rioja,Marqués de Murrieta,4.1,198,19.6,2015,white,Capellanía 2015 Marqués de Murrieta white
11609,Nisia Las Suertes Verdejo Old Vines 2016,Spain,Rueda,Ordóñez,4.1,198,19.95,2016,white,Nisia Las Suertes Verdejo Old Vines 2016 Ordóñez white
11610,Chardonnay Unoaked (Select Terroir Reserva) 2017,Chile,Maipo Valley,Santa Ema,3.6,198,7.66,2017,white,Chardonnay Unoaked (Select Terroir Reserva) 2017 Santa Ema white
11611,Collection Unique 2019,France,Côtes de Gascogne,Uby,3.9,198,5.99,2019,white,Collection Unique 2019 Uby white
11612,Grainhubel Riesling GG 2015,Germany,Pfalz,Von Winning,4.1,198,29.95,2015,white,Grainhubel Riesling GG 2015 Von Winning white
11613,Chardonnay 2018,France,Pays d'Oc,La Chevalière,3.7,199,7.89,2018,white,Chardonnay 2018 La Chevalière white
11614,Atrium Chardonnay 2017,Spain,Penedès,Torres,3.5,199,12.48,2017,white,Atrium Chardonnay 2017 Torres white
11615,Légende (R) Bordeaux Blanc 2018,France,Bordeaux,Barons de Rothschild (Lafite),3.6,199,9.9,2018,white,Légende (R) Bordeaux Blanc 2018 Barons de Rothschild (Lafite) white
11616,Sauvignon Blanc I 2017,Germany,Pfalz,Von Winning,3.8,199,19.45,2017,white,Sauvignon Blanc I 2017 Von Winning white
11617,Sauvignon Blanc 2017,United States,North Coast,Spottswoode,4.0,199,36.9,2017,white,Sauvignon Blanc 2017 Spottswoode white
11618,Grüner Veltliner Federspiel Weissenkirchen 2019,Austria,Wachau,Domäne Wachau,3.7,199,9.68,2019,white,Grüner Veltliner Federspiel Weissenkirchen 2019 Domäne Wachau white
11619,Est! Est!! Est!!! di Montefiascone 2018,Italy,Est! Est!! Est!!! di Montefiascone,Falesco,3.1,200,6.9,2018,white,Est! Est!! Est!!! di Montefiascone 2018 Falesco white
11620,Insolia 2016,Italy,Terre Siciliane,Baglio di Pianetto,3.6,200,8.4,2016,white,Insolia 2016 Baglio di Pianetto white
11621,Sauvignon Blanc 2019,South Africa,Western Cape,Two Oceans,3.2,200,4.9,2019,white,Sauvignon Blanc 2019 Two Oceans white
11622,Jean Garde Unoaked Chardonnay 2018,South Africa,Western Cape,Boschendal,3.8,201,9.45,2018,white,Jean Garde Unoaked Chardonnay 2018 Boschendal white
11623,Riesling Trocken 2016,Germany,Rheingau,Schloss Vollrads,3.8,201,10.69,2016,white,Riesling Trocken 2016 Schloss Vollrads white
11624,Crozes Hermitage Domaine Mule Blanche 2016,France,Crozes-Hermitage,Paul Jaboulet Aîné,3.9,201,38.68,2016,white,Crozes Hermitage Domaine Mule Blanche 2016 Paul Jaboulet Aîné white
11625,Sauvignon Côtes de Gascogne 2018,France,Côtes de Gascogne,Domaine du Tariquet,3.6,201,7.0,2018,white,Sauvignon Côtes de Gascogne 2018 Domaine du Tariquet white
11626,Cellar Selection Sauvignon Blanc 2018,South Africa,Western Cape,Kleine Zalze,3.6,202,9.5,2018,white,Cellar Selection Sauvignon Blanc 2018 Kleine Zalze white
11627,Kiedrich Klosterberg Riesling Trocken 2018,Germany,Rheingau,Robert Weil,4.1,203,20.9,2018,white,Kiedrich Klosterberg Riesling Trocken 2018 Robert Weil white
11628,Tonschiefer Riesling Trocken 2018,Germany,Nahe,Dönnhoff,3.8,203,13.9,2018,white,Tonschiefer Riesling Trocken 2018 Dönnhoff white
11629,Chardonnay 2017,Austria,Carnuntum,Markowitsch,3.6,203,9.9,2017,white,Chardonnay 2017 Markowitsch white
11630,Dome Chardonnay 2018,South Africa,Stellenbosch,Lourensford,3.6,203,12.49,2018,white,Dome Chardonnay 2018 Lourensford white
11631,Two Blanc 2017,South Africa,Constantia,Constantia Glen,3.8,203,17.45,2017,white,Two Blanc 2017 Constantia Glen white
11632,Sauvignon Blanc 2019,New Zealand,Marlborough,Bishop's Leap,4.0,203,8.45,2019,white,Sauvignon Blanc 2019 Bishop's Leap white
11633,Vire-Clessé 2014,France,Viré-Clessé,Les Héritiers du Comte Lafon,4.0,203,36.33,2014,white,Vire-Clessé 2014 Les Héritiers du Comte Lafon white
11634,Pecorino 2017,Italy,Terre di Chieti,Villamedoro,3.5,203,6.7,2017,white,Pecorino 2017 Villamedoro white
11635,Sauvignon Blanc 2018,South Africa,Stellenbosch,Welmoed,3.5,203,7.35,2018,white,Sauvignon Blanc 2018 Welmoed white
11636,Adrianna Vineyard White Stones Chardonnay 2015,Argentina,Mendoza,Catena Zapata,4.5,204,73.59,2015,white,Adrianna Vineyard White Stones Chardonnay 2015 Catena Zapata white
11637,Moscatel 2015,Chile,Itata Valley,Viña La Causa,3.6,204,10.99,2015,white,Moscatel 2015 Viña La Causa white
11638,Chardonnay 2017,France,Pays d'Oc,Baron Philippe de Rothschild,3.4,204,8.69,2017,white,Chardonnay 2017 Baron Philippe de Rothschild white
11639,Riesling Trocken 2018,Germany,Mosel,Clemens Busch,3.8,204,12.4,2018,white,Riesling Trocken 2018 Clemens Busch white
11640,Wiener Gemischter 2018,Austria,Wiener Gemischter Satz,Mayer am Pfarrplatz,3.6,205,24.95,2018,white,Wiener Gemischter 2018 Mayer am Pfarrplatz white
11641,Riesling Feinherb 2017,Germany,Mosel,Dr. Von Bassermann-Jordan,3.9,205,19.5,2017,white,Riesling Feinherb 2017 Dr. Von Bassermann-Jordan white
11642,Alentejano Branco 2017,Portugal,Alentejo,Fitapreta,3.8,206,12.48,2017,white,Alentejano Branco 2017 Fitapreta white
11643,Fusion Gewürztraminer - Riesling 2017,Canada,Niagara-on-the-Lake,Pillitteri Estates,3.7,206,14.9,2017,white,Fusion Gewürztraminer - Riesling 2017 Pillitteri Estates white
11644,Riesling Fructus 2018,Germany,Rheingau,Barth,3.8,206,10.38,2018,white,Riesling Fructus 2018 Barth white
11645,Godello 2018,Spain,Monterrei,Terras do Cigarrón,3.9,207,6.99,2018,white,Godello 2018 Terras do Cigarrón white
11646,Director's Reserve White 2016,South Africa,Stellenbosch,Tokara,4.2,207,28.5,2016,white,Director's Reserve White 2016 Tokara white
11647,Anthìlia 2019,Italy,Sicilia,Donnafugata,3.8,207,8.45,2019,white,Anthìlia 2019 Donnafugata white
11648,Danie de Wet Chardonnay 2018,South Africa,Robertson,De Wetshof,3.7,207,9.9,2018,white,Danie de Wet Chardonnay 2018 De Wetshof white
11649,Rubrica Branco 2014,Portugal,Alentejano,Luis Duarte,3.9,208,15.5,2014,white,Rubrica Branco 2014 Luis Duarte white
11650,Reserva Chardonnay 2016,Chile,Casablanca Valley,Santa Rita,3.5,208,9.65,2016,white,Reserva Chardonnay 2016 Santa Rita white
11651,Chardonnay 2019,Chile,Central Valley,Valdivieso,3.4,209,7.75,2019,white,Chardonnay 2019 Valdivieso white
11652,Lugana Vigneto Massoni 2019,Italy,Lugana,S. Cristina,4.2,209,9.9,2019,white,Lugana Vigneto Massoni 2019 S. Cristina white
11653,Buiten Blanc 2019,South Africa,Constantia,Buitenverwachting,3.6,209,6.99,2019,white,Buiten Blanc 2019 Buitenverwachting white
11654,Mosel Alte Reben Riesling 2017,Germany,Mosel,Markus Molitor,3.9,210,17.8,2017,white,Mosel Alte Reben Riesling 2017 Markus Molitor white
11655,Terre Alte 2017,Italy,Rosazzo,Livio Felluga,4.3,210,45.0,2017,white,Terre Alte 2017 Livio Felluga white
11656,Noordhoek Sauvignon Blanc 2017,South Africa,Cape Town,Cape Point Vineyards,3.8,210,14.9,2017,white,Noordhoek Sauvignon Blanc 2017 Cape Point Vineyards white
11657,Sauvignon Blanc 2019,South Africa,Constantia,Buitenverwachting,4.2,210,8.95,2019,white,Sauvignon Blanc 2019 Buitenverwachting white
11658,Koetshuis Sauvignon Blanc 2018,South Africa,Durbanville,De Grendel,4.0,210,17.79,2018,white,Koetshuis Sauvignon Blanc 2018 De Grendel white
11659,Gran Selección Blanco 2019,Spain,Alicante,Marina Alta,3.9,210,5.8,2019,white,Gran Selección Blanco 2019 Marina Alta white
11660,Black Label Sauvignon Blanc 2019,New Zealand,Marlborough,Babich,3.9,210,11.9,2019,white,Black Label Sauvignon Blanc 2019 Babich white
11661,Barrel Fermented Chenin Blanc 2018,South Africa,Stellenbosch,Stellenrust,4.0,210,18.42,2018,white,Barrel Fermented Chenin Blanc 2018 Stellenrust white
11662,Zeltinger Himmelreich Riesling Kabinett 2016,Germany,Mosel,Markus Molitor,3.9,210,15.2,2016,white,Zeltinger Himmelreich Riesling Kabinett 2016 Markus Molitor white
11663,Kiedrich Gräfenberg Riesling Trocken GG 2016,Germany,Rheingau,Robert Weil,4.2,211,41.87,2016,white,Kiedrich Gräfenberg Riesling Trocken GG 2016 Robert Weil white
11664,Rkatsiteli Supérieur 2015,Georgia,Kakheti,Mukhrani,3.6,211,14.95,2015,white,Rkatsiteli Supérieur 2015 Mukhrani white
11665,Côtes-du-Rhône Blanc 2018,France,Côtes-du-Rhône,E. Guigal,3.6,211,9.4,2018,white,Côtes-du-Rhône Blanc 2018 E. Guigal white
11666,Ruppertsberger Reiterpfad Riesling 2017,Germany,Pfalz,Von Winning,3.9,211,16.52,2017,white,Ruppertsberger Reiterpfad Riesling 2017 Von Winning white
11667,G22 Blanc 2016,Spain,Bizkaiko Txakolina,Gorka Izagirre,3.8,211,13.99,2016,white,G22 Blanc 2016 Gorka Izagirre white
11668,Sauvignon Blanc 2017,United States,Napa County,Twomey,3.9,211,39.69,2017,white,Sauvignon Blanc 2017 Twomey white
11669,Le Volpare Soave Classico 2018,Italy,Soave,Tommasi,3.8,211,8.8,2018,white,Le Volpare Soave Classico 2018 Tommasi white
11670,Consigna Chardonnay Castilla 2018,Spain,Castilla,Félix Solís,3.5,212,4.9,2018,white,Consigna Chardonnay Castilla 2018 Félix Solís white
11671,Chardonnay 2016,United States,Sonoma Valley,Kunde,3.9,212,18.5,2016,white,Chardonnay 2016 Kunde white
11672,White Label Nik Weis Wiltinger Alte Reben 2018,Germany,Mosel,St. Urbans-Hof,4.0,212,15.99,2018,white,White Label Nik Weis Wiltinger Alte Reben 2018 St. Urbans-Hof white
11673,Pinot Grigio 2018,Italy,Trentino-Alto Adige,Cantina Kaltern,3.6,212,9.26,2018,white,Pinot Grigio 2018 Cantina Kaltern white
11674,Tokaji Dry 2018,Hungary,Tokaj,Château Dereszla,3.8,213,11.25,2018,white,Tokaji Dry 2018 Château Dereszla white
11675,SL Riesling Kabinett Trocken 2016,Germany,Mosel,Schloss Lieser,3.7,213,10.4,2016,white,SL Riesling Kabinett Trocken 2016 Schloss Lieser white
11676,Federspiel Riesling 2017,Austria,Wachau,Domäne Wachau,3.5,213,11.99,2017,white,Federspiel Riesling 2017 Domäne Wachau white
11677,Dogheria Pinot Bianco Rubicone 2017,Italy,Rubicone,Poderi dal Nespoli,3.8,214,10.27,2017,white,Dogheria Pinot Bianco Rubicone 2017 Poderi dal Nespoli white
11678,Meursault 2017,France,Meursault,Joseph Drouhin,4.2,215,56.54,2017,white,Meursault 2017 Joseph Drouhin white
11679,Bourgogne Aligoté 2018,France,Bourgogne Aligoté,Joseph Drouhin,3.6,215,10.62,2018,white,Bourgogne Aligoté 2018 Joseph Drouhin white
11680,Chaminé Branco 2018,Portugal,Alentejano,Cortes de Cima,3.6,215,7.75,2018,white,Chaminé Branco 2018 Cortes de Cima white
11681,Domaine de L'Aigle Chardonnay Limoux 2018,France,Limoux,Gérard Bertrand,4.1,215,17.99,2018,white,Domaine de L'Aigle Chardonnay Limoux 2018 Gérard Bertrand white
11682,Blanc de Blancs 2017,Spain,Binissalem-Mallorca,Macià Batle,3.9,215,17.79,2017,white,Blanc de Blancs 2017 Macià Batle white
11683,Salmariano Castelli di Jesi Verdicchio Riserva Classico 2014,Italy,Verdicchio dei Castelli di Jesi Riserva,Marotti Campi,3.7,215,11.29,2014,white,Salmariano Castelli di Jesi Verdicchio Riserva Classico 2014 Marotti Campi white
11684,Blanco 2014,Spain,Rioja,Hacienda López de Haro,3.4,216,8.69,2014,white,Blanco 2014 Hacienda López de Haro white
11685,Chablis 2016,France,Chablis,Chanson,3.8,216,18.2,2016,white,Chablis 2016 Chanson white
11686,Grüner Veltliner ZEISEN Weinviertel DAC 2018,Austria,Weinviertel,Weingut R&A Pfaffl,3.7,216,9.7,2018,white,Grüner Veltliner ZEISEN Weinviertel DAC 2018 Weingut R&A Pfaffl white
11687,Pinot Grigio 2018,Italy,Trentino-Alto Adige,Colterenzio (Schreckbichl),3.8,216,9.65,2018,white,Pinot Grigio 2018 Colterenzio (Schreckbichl) white
