,Name,Country,Region,Winery,Rating,NumberOfRatings,Price,Year,WineStyle,Full_Name
11688,Pinot Grigio delle Venezie 2018,Italy,delle Venezie,Lenotti,3.9,217,6.09,2018,white,Pinot Grigio delle Venezie 2018 Lenotti white
11689,Sauvignon Blanc 2015,United States,Central Coast,Robert Mondavi Private Selection,3.3,217,13.26,2015,white,Sauvignon Blanc 2015 Robert Mondavi Private Selection white
11690,Malterdinger 2016,Germany,Baden,Bernhard Huber,3.8,217,19.91,2016,white,Malterdinger 2016 Bernhard Huber white
11691,Polish Hill Riesling 2018,Australia,Clare Valley,Grosset,3.9,217,35.9,2018,white,Polish Hill Riesling 2018 Grosset white
11692,Zeltinger Sonnenuhr Riesling Auslese*** 2015,Germany,Mosel,Markus Molitor,4.5,218,117.95,2015,white,Zeltinger Sonnenuhr Riesling Auslese*** 2015 Markus Molitor white
11693,Friulano 2018,Italy,Colli Orientali del Friuli,Livio Felluga,3.8,218,18.9,2018,white,Friulano 2018 Livio Felluga white
11694,Portillo Chardonnay 2019,Argentina,Uco Valley,Salentein,3.5,218,7.5,2019,white,Portillo Chardonnay 2019 Salentein white
11695,Falanghina Beneventano 2018,Italy,Falanghina del Beneventano,Vesevo,3.8,219,6.45,2018,white,Falanghina Beneventano 2018 Vesevo white
11696,Blanc (Gaston Hochar) 2008,Lebanon,Bekaa Valley,Château Musar,3.8,219,32.07,2008,white,Blanc (Gaston Hochar) 2008 Château Musar white
11697,Pinot Grigio (Tralcetto) 2019,Italy,Terre di Chieti,Cantina Zaccagnini,4.0,219,8.73,2019,white,Pinot Grigio (Tralcetto) 2019 Cantina Zaccagnini white
11698,Special Cuvée Sauvignon Blanc 2019,South Africa,Robertson,Springfield Estate,4.1,220,12.89,2019,white,Special Cuvée Sauvignon Blanc 2019 Springfield Estate white
11699,Wachenheimer Riesling 2017,Germany,Pfalz,Dr. Bürklin-Wolf,3.6,221,13.5,2017,white,Wachenheimer Riesling 2017 Dr. Bürklin-Wolf white
11700,Soave Classico 2018,Italy,Soave Classico,Montresor,3.4,221,5.6,2018,white,Soave Classico 2018 Montresor white
11701,Lugana 2018,Italy,Lugana,Zonin,3.3,221,8.73,2018,white,Lugana 2018 Zonin white
11702,Vire-Clessé 2016,France,Viré-Clessé,Les Héritiers du Comte Lafon,4.0,222,29.9,2016,white,Vire-Clessé 2016 Les Héritiers du Comte Lafon white
11703,Novellum Chardonnay 2018,France,Languedoc-Roussillon,Domaine Lafage,3.8,222,8.29,2018,white,Novellum Chardonnay 2018 Domaine Lafage white
11704,Pouilly-Fumé 2018,France,Pouilly-Fumé,Château Favray,4.0,222,14.13,2018,white,Pouilly-Fumé 2018 Château Favray white
11705,Ürziger Würzgarten Riesling Spätlese 2016,Germany,Mosel,Markus Molitor,4.0,223,19.01,2016,white,Ürziger Würzgarten Riesling Spätlese 2016 Markus Molitor white
11706,Miss Lucy White Blend 2019,South Africa,Robertson,Springfield Estate,3.9,223,13.49,2019,white,Miss Lucy White Blend 2019 Springfield Estate white
11707,Kalkundkiesel 2018,Austria,Burgenland,Claus Preisinger,4.2,223,15.89,2018,white,Kalkundkiesel 2018 Claus Preisinger white
11708,Sex Drugs & Rock'n Roll. Just Riesling For Me Thanks! 2017,Germany,Pfalz,Emil Bauer & Söhne,3.7,223,8.95,2017,white,Sex Drugs & Rock'n Roll. Just Riesling For Me Thanks! 2017 Emil Bauer & Söhne white
11709,Vermentino (Etichetta Nera/Black Label) 2018,Italy,Colli di Luni,Lvnae,4.0,224,19.5,2018,white,Vermentino (Etichetta Nera/Black Label) 2018 Lvnae white
11710,W... Dreams Bianco (Were Dreams...) 2017,Italy,Venezia Giulia,Jermann,4.2,224,45.49,2017,white,W... Dreams Bianco (Were Dreams...) 2017 Jermann white
11711,Chardonnay Reserva 2017,Chile,Maipo Valley,Haras de Pirque,3.6,224,9.99,2017,white,Chardonnay Reserva 2017 Haras de Pirque white
11712,Alisia Pinot Grigio 2018,Italy,delle Venezie,Astoria,3.8,225,10.29,2018,white,Alisia Pinot Grigio 2018 Astoria white
11713,Castagnolo Orvieto Classico Superiore 2017,Italy,Orvieto Classico,Barberani,3.7,225,11.1,2017,white,Castagnolo Orvieto Classico Superiore 2017 Barberani white
11714,Chardonnay 2018,South Africa,Western Cape,Barista,3.8,225,8.5,2018,white,Chardonnay 2018 Barista white
11715,Cubía (Tenuta Ficuzza) 2014,Italy,Sicilia,Cusumano,3.7,225,13.55,2014,white,Cubía (Tenuta Ficuzza) 2014 Cusumano white
11716,Blanco 2018,Spain,Rioja,Hacienda López de Haro,3.5,226,6.95,2018,white,Blanco 2018 Hacienda López de Haro white
11717,Réserve Spéciale Chardonnay 2018,France,Pays d'Oc,Gérard Bertrand,3.7,226,8.32,2018,white,Réserve Spéciale Chardonnay 2018 Gérard Bertrand white
11718,Fumé Blanc 2018,United States,Napa Valley,Robert Mondavi,3.8,226,24.18,2018,white,Fumé Blanc 2018 Robert Mondavi white
11719,Chardonnay 2018,France,Pays d'Oc,Baron Philippe de Rothschild,3.5,226,8.78,2018,white,Chardonnay 2018 Baron Philippe de Rothschild white
11720,Barrel Fermented White 2015,Spain,Rioja,Bodegas Amaren,4.0,227,13.9,2015,white,Barrel Fermented White 2015 Bodegas Amaren white
11721,Gavi dei Gavi (Black label) 2019,Italy,Gavi,La Scolca,4.1,227,24.85,2019,white,Gavi dei Gavi (Black label) 2019 La Scolca white
11722,Castillo de San Diego 2019,Spain,Cádiz,Barbadillo,3.2,227,4.29,2019,white,Castillo de San Diego 2019 Barbadillo white
11723,Les Tourelles de la Crée Montagny Premier Cru 2016,France,Montagny Premier Cru,Château de la Crée,4.1,227,43.28,2016,white,Les Tourelles de la Crée Montagny Premier Cru 2016 Château de la Crée white
11724,Malvasia Seco 2017,Spain,Lanzarote,El Grifo,3.9,228,13.9,2017,white,Malvasia Seco 2017 El Grifo white
11725,Nosso Verdejo 2018,Spain,Castilla y León,Menade,3.8,228,14.6,2018,white,Nosso Verdejo 2018 Menade white
11726,GB Charm Riesling 2018,Germany,Rheingau,Georg Breuer,3.7,228,9.26,2018,white,GB Charm Riesling 2018 Georg Breuer white
11727,Gewürztraminer Somontano 2019,Spain,Somontano,Viñas del Vero,4.1,229,10.31,2019,white,Gewürztraminer Somontano 2019 Viñas del Vero white
11728,Meursault 2017,France,Meursault,Louis Jadot,4.3,229,56.26,2017,white,Meursault 2017 Louis Jadot white
11729,Pinot Grigio 2018,Italy,Friuli Aquileia,Ca' Bolani,3.7,229,9.1,2018,white,Pinot Grigio 2018 Ca' Bolani white
11730,Chardonnay 2017,South Africa,Paarl,La Motte Wine Estate,3.7,229,15.5,2017,white,Chardonnay 2017 La Motte Wine Estate white
11731,Roero Pradalupo Arneis 2018,Italy,Roero,Fontanafredda,3.8,229,10.93,2018,white,Roero Pradalupo Arneis 2018 Fontanafredda white
11732,Special Cuvée Chardonnay 2016,Chile,Casablanca Valley,Montes Alpha,4.0,230,18.94,2016,white,Special Cuvée Chardonnay 2016 Montes Alpha white
11733,Lugana Bianco 2018,Italy,Lugana,Olivini,3.9,230,7.99,2018,white,Lugana Bianco 2018 Olivini white
11734,Marani 2017,Italy,Veneto,Sartori,3.8,231,11.69,2017,white,Marani 2017 Sartori white
11735,Verdejo Rueda 2019,Spain,Rueda,Blume,3.4,231,5.9,2019,white,Verdejo Rueda 2019 Blume white
11736,Cala Silente Vermentino di Sardegna 2018,Italy,Vermentino di Sardegna,Santadi,3.8,231,9.5,2018,white,Cala Silente Vermentino di Sardegna 2018 Santadi white
11737,Bordeaux Blanc 2018,France,Bordeaux,Baron Philippe de Rothschild,3.2,231,9.95,2018,white,Bordeaux Blanc 2018 Baron Philippe de Rothschild white
11738,Müller 2018,Germany,Baden,Enderle & Moll,3.9,231,7.7,2018,white,Müller 2018 Enderle & Moll white
11739,Las Mulas Reserva Sauvignon Blanc 2019,Chile,Central Valley,Miguel Torres,3.6,232,8.39,2019,white,Las Mulas Reserva Sauvignon Blanc 2019 Miguel Torres white
11740,Vitral Reserva Chardonnay 2015,Chile,Casablanca Valley,Viña Maipo,3.4,232,9.56,2015,white,Vitral Reserva Chardonnay 2015 Viña Maipo white
11741,Riesling Kabinett Trocken 2018,Germany,Rheingau,Robert Weil,3.9,233,17.99,2018,white,Riesling Kabinett Trocken 2018 Robert Weil white
11742,Gran Sasso Alta Quota Terre di Chieti Pecorino 2017,Italy,Terre di Chieti,Gran Sasso,3.6,233,16.08,2017,white,Gran Sasso Alta Quota Terre di Chieti Pecorino 2017 Gran Sasso white
11743,Casasole Orvieto Classico Amabile 2018,Italy,Orvieto,Santa Cristina,3.9,233,7.63,2018,white,Casasole Orvieto Classico Amabile 2018 Santa Cristina white
11744,The Pavillion Chenin Blanc 2019,South Africa,Western Cape,Boschendal,3.7,233,6.3,2019,white,The Pavillion Chenin Blanc 2019 Boschendal white
11745,Riesling Kabinett 2017,Germany,Rheingau,Kloster Eberbach,3.6,234,11.49,2017,white,Riesling Kabinett 2017 Kloster Eberbach white
11746,Coastal Cuvée Sauvignon Blanc 2019,South Africa,Coastal Region,Delaire Graff,3.8,235,12.95,2019,white,Coastal Cuvée Sauvignon Blanc 2019 Delaire Graff white
11747,Riesling 2019,Germany,Nahe,Dönnhoff,3.8,235,10.5,2019,white,Riesling 2019 Dönnhoff white
11748,Libaio Chardonnay 2018,Italy,Toscana,Ruffino,3.5,235,10.68,2018,white,Libaio Chardonnay 2018 Ruffino white
11749,Ruppertsberger Reiterpfad Riesling 2016,Germany,Pfalz,Von Winning,3.9,235,16.52,2016,white,Ruppertsberger Reiterpfad Riesling 2016 Von Winning white
11750,Sauvignon Blanc 2019,South Africa,Citrusdal Mountain,Cederberg,4.2,235,15.27,2019,white,Sauvignon Blanc 2019 Cederberg white
11751,Private Reserve Chardonnay 2017,United States,Napa Valley,Beringer,4.0,235,65.79,2017,white,Private Reserve Chardonnay 2017 Beringer white
11752,The Stump Jump White Blend 2018,Australia,McLaren Vale,d'Arenberg,4.0,236,8.5,2018,white,The Stump Jump White Blend 2018 d'Arenberg white
11753,The Olive Grove Chardonnay 2017,Australia,McLaren Vale,d'Arenberg,3.6,236,13.15,2017,white,The Olive Grove Chardonnay 2017 d'Arenberg white
11754,Pioneer Block 21 Bell Block Sauvignon Blanc 2018,New Zealand,Blenheim,Saint Clair,4.0,236,18.95,2018,white,Pioneer Block 21 Bell Block Sauvignon Blanc 2018 Saint Clair white
11755,Sauvignon Blanc - Chardonnay 2018,South Africa,Walker Bay,Ashbourne,3.6,237,10.35,2018,white,Sauvignon Blanc - Chardonnay 2018 Ashbourne white
11756,Chablis 2018,France,Chablis,Simonnet-Febvre,3.8,238,19.69,2018,white,Chablis 2018 Simonnet-Febvre white
11757,Chardonnay 2018,United States,California,Woodhaven,3.9,238,7.36,2018,white,Chardonnay 2018 Woodhaven white
11758,Chablis 2018,France,Chablis,Domaine William Fèvre,3.9,238,24.99,2018,white,Chablis 2018 Domaine William Fèvre white
11759,Pouilly-Fuissé 2017,France,Pouilly-Fuissé,J.A. Ferret,4.1,239,36.52,2017,white,Pouilly-Fuissé 2017 J.A. Ferret white
11760,Cellar Selection Chardonnay 2016,New Zealand,Hawke's Bay,Sileni Estates,3.4,239,11.02,2016,white,Cellar Selection Chardonnay 2016 Sileni Estates white
11761,Côte des Roses Chardonnay 2018,France,Pays d'Oc,Gérard Bertrand,3.6,239,10.4,2018,white,Côte des Roses Chardonnay 2018 Gérard Bertrand white
11762,Pouilly-Vinzelles 2016,France,Pouilly-Vinzelles,Joseph Drouhin,3.9,239,24.01,2016,white,Pouilly-Vinzelles 2016 Joseph Drouhin white
11763,Kaitui Sauvignon Blanc 2019,Germany,Pfalz,Schneider,4.1,239,12.9,2019,white,Kaitui Sauvignon Blanc 2019 Schneider white
11764,Condrieu 2017,France,Condrieu,E. Guigal,4.0,240,37.97,2017,white,Condrieu 2017 E. Guigal white
11765,Max Reserva Chardonnay 2018,Chile,Aconcagua Valley,Errazuriz,3.9,240,13.16,2018,white,Max Reserva Chardonnay 2018 Errazuriz white
11766,Gran Maestro Appassimento Bianco 2018,Italy,Puglia,Maestro Italiano,3.7,241,6.9,2018,white,Gran Maestro Appassimento Bianco 2018 Maestro Italiano white
11767,Chenin Blanc 2019,South Africa,Paarl,Backsberg,3.7,241,6.5,2019,white,Chenin Blanc 2019 Backsberg white
11768,Chablis Premier Cru 'Montée de Tonnerre' 2016,France,Chablis Premier Cru,Louis Michel & Fils,4.2,241,36.99,2016,white,Chablis Premier Cru 'Montée de Tonnerre' 2016 Louis Michel & Fils white
11769,Creative Block 2 2018,South Africa,Stellenbosch,Spier,3.7,241,14.25,2018,white,Creative Block 2 2018 Spier white
11770,Suadens Campania Bianco 2018,Italy,Campania,Nativ,4.1,241,13.55,2018,white,Suadens Campania Bianco 2018 Nativ white
11771,Riesling Scharzhof 2018,Germany,Wiltingen,Egon Müller - Scharzhof,4.1,242,32.9,2018,white,Riesling Scharzhof 2018 Egon Müller - Scharzhof white
11772,Verdejo 2019,Spain,Rueda,Cune (CVNE),3.5,242,5.61,2019,white,Verdejo 2019 Cune (CVNE) white
11773,Riesling Vom Kalkstein Trocken 2018,Germany,Rheinhessen,Wittmann,3.9,242,17.7,2018,white,Riesling Vom Kalkstein Trocken 2018 Wittmann white
11774,Basa Blanco 2019,Spain,Rueda,Telmo Rodriguez,3.9,242,7.2,2019,white,Basa Blanco 2019 Telmo Rodriguez white
11775,Seleção do Ano Branco 2018,Portugal,Alentejo,Monte da Ravasqueira,3.8,243,8.4,2018,white,Seleção do Ano Branco 2018 Monte da Ravasqueira white
11776,Fiano Di Avellino Radici 2018,Italy,Fiano de Avellino,Mastroberardino,3.9,243,10.91,2018,white,Fiano Di Avellino Radici 2018 Mastroberardino white
11777,Frascati Secco 2018,Italy,Frascati,Fontana Candida,3.4,243,6.19,2018,white,Frascati Secco 2018 Fontana Candida white
11778,Le Sabbie dell’Etna Bianco 2018,Italy,Etna,Firriato,3.6,243,13.58,2018,white,Le Sabbie dell’Etna Bianco 2018 Firriato white
11779,Cirò Bianco 2018,Italy,Cirò,Librandi,3.7,243,7.69,2018,white,Cirò Bianco 2018 Librandi white
11780,Terra Montosa Riesling 2017,Germany,Rheingau,Georg Breuer,3.9,244,19.5,2017,white,Terra Montosa Riesling 2017 Georg Breuer white
11781,Pinot Bianco Riserva Vorberg 2017,Italy,Südtirol - Alto Adige,Terlan (Terlano),4.1,244,24.75,2017,white,Pinot Bianco Riserva Vorberg 2017 Terlan (Terlano) white
11782,Oberhäuser Leistenberg Riesling Kabinett 2018,Germany,Nahe,Dönnhoff,3.9,244,14.13,2018,white,Oberhäuser Leistenberg Riesling Kabinett 2018 Dönnhoff white
11783,Sancerre Blanc 2018,France,Sancerre,Domaine du Nozay,3.8,244,17.84,2018,white,Sancerre Blanc 2018 Domaine du Nozay white
11784,Sancerre Blanc 2018,France,Sancerre,Comte Lafond,4.0,244,28.9,2018,white,Sancerre Blanc 2018 Comte Lafond white
11785,Don Miguel Vineyard La Masía Chardonnay 2017,United States,Russian River Valley,Marimar Estate,4.2,245,42.99,2017,white,Don Miguel Vineyard La Masía Chardonnay 2017 Marimar Estate white
11786,Mineralschiefer Riesling - Trocken 2018,Germany,Mosel,Grans-Fassian,3.8,245,12.49,2018,white,Mineralschiefer Riesling - Trocken 2018 Grans-Fassian white
11787,The Straits Sauvignon Blanc 2017,New Zealand,Marlborough,Sileni Estates,3.7,245,15.39,2017,white,The Straits Sauvignon Blanc 2017 Sileni Estates white
11788,SL Riesling Trocken 2016,Germany,Mosel,Schloss Lieser,3.7,245,11.47,2016,white,SL Riesling Trocken 2016 Schloss Lieser white
11789,Valdelagunde Verdejo 2019,Spain,Rueda,Bodegas Pedro Escudero,4.0,246,5.75,2019,white,Valdelagunde Verdejo 2019 Bodegas Pedro Escudero white
11790,Classic Series Sauvignon Blanc - Chardonnay 2017,Chile,Central Valley,Viña Maipo,3.3,246,6.2,2017,white,Classic Series Sauvignon Blanc - Chardonnay 2017 Viña Maipo white
11791,Corton-Charlemagne Grand Cru 1999,France,Corton-Charlemagne Grand Cru,Bonneau du Martray,4.2,246,217.95,1999,white,Corton-Charlemagne Grand Cru 1999 Bonneau du Martray white
11792,Blanc 2019,France,Vin de France,La Vieille Ferme,3.6,246,6.4,2019,white,Blanc 2019 La Vieille Ferme white
11793,Litorale Vermentino 2018,Italy,Maremma Toscana,Val delle Rose,3.6,247,11.05,2018,white,Litorale Vermentino 2018 Val delle Rose white
11794,Albente 2018,Italy,Campania,Feudi di San Gregorio,3.6,248,5.29,2018,white,Albente 2018 Feudi di San Gregorio white
11795,Estate Selection Furmint - Pinot Blanc 2017,Slovenia,Podravje,Puklavec Family Wines,3.7,248,6.95,2017,white,Estate Selection Furmint - Pinot Blanc 2017 Puklavec Family Wines white
11796,Saar Riesling 2018,Germany,Mosel,Van Volxem,3.8,248,12.5,2018,white,Saar Riesling 2018 Van Volxem white
11797,Spèra 2018,Italy,Vermentino di Gallura,Siddura,3.8,248,14.13,2018,white,Spèra 2018 Siddura white
11798,Gewürztraminer 2018,Italy,Südtirol - Alto Adige,Colterenzio (Schreckbichl),3.8,248,11.6,2018,white,Gewürztraminer 2018 Colterenzio (Schreckbichl) white
11799,Finca Montico 2017,Spain,Rueda,Marqués de Riscal,3.9,249,15.26,2017,white,Finca Montico 2017 Marqués de Riscal white
11800,Sauvignon Blanc 2018,Israel,Galilee,Yarden,3.8,249,11.9,2018,white,Sauvignon Blanc 2018 Yarden white
11801,L'Uetta Fiano Puglia 2018,Italy,Puglia,Masca del Tacco,4.1,249,10.49,2018,white,L'Uetta Fiano Puglia 2018 Masca del Tacco white
11802,Grüner Veltliner Federspiel Terrassen 2019,Austria,Wachau,Domäne Wachau,3.8,249,9.4,2019,white,Grüner Veltliner Federspiel Terrassen 2019 Domäne Wachau white
11803,Saluez Le Saboteur 2018,South Africa,Cape South Coast,Luddite,3.9,250,18.9,2018,white,Saluez Le Saboteur 2018 Luddite white
11804,Monteoro Vermentino di Gallura Superiore 2018,Italy,Vermentino di Gallura,Sella & Mosca,3.6,250,12.53,2018,white,Monteoro Vermentino di Gallura Superiore 2018 Sella & Mosca white
11805,Sauvignon Blanc 2018,Chile,Leyda Valley,Amaral,3.7,251,8.75,2018,white,Sauvignon Blanc 2018 Amaral white
11806,Viura - Tempranillo Blanco 2018,Spain,Rioja,Campo Viejo,3.6,251,4.6,2018,white,Viura - Tempranillo Blanco 2018 Campo Viejo white
11807,Zeltinger Sonnenuhr Riesling Kabinett 2016,Germany,Mosel,Markus Molitor,3.7,252,19.9,2016,white,Zeltinger Sonnenuhr Riesling Kabinett 2016 Markus Molitor white
11808,Giunco 2018,Italy,Vermentino di Sardegna,Mesa,3.8,252,13.89,2018,white,Giunco 2018 Mesa white
11809,Torrontes 2018,Argentina,Salta,Alamos,3.5,252,7.31,2018,white,Torrontes 2018 Alamos white
11810,Douro Reserva Redoma Branco 2018,Portugal,Douro,Niepoort,4.3,252,33.14,2018,white,Douro Reserva Redoma Branco 2018 Niepoort white
11811,Red Shoulder Ranch Chardonnay 2017,United States,Los Carneros,Shafer,4.2,253,65.0,2017,white,Red Shoulder Ranch Chardonnay 2017 Shafer white
11812,Director's Cut Chardonnay 2017,United States,Russian River Valley,Francis Ford Coppola,4.1,253,32.5,2017,white,Director's Cut Chardonnay 2017 Francis Ford Coppola white
11813,Verdejo Rueda 2019,Spain,Rueda,Ramón Bilbao,3.8,253,8.21,2019,white,Verdejo Rueda 2019 Ramón Bilbao white
11814,Chardonnay 2017,United States,Napa Valley,Robert Mondavi,3.7,253,26.81,2017,white,Chardonnay 2017 Robert Mondavi white
11815,Riesling Monopol 2018,Germany,Mosel,Maximin Grünhaus,3.9,253,10.63,2018,white,Riesling Monopol 2018 Maximin Grünhaus white
11816,Graves Blanc 2012,France,Graves,Clos Floridène,3.8,253,22.32,2012,white,Graves Blanc 2012 Clos Floridène white
11817,Chardonnay 2019,Chile,Colchagua Valley,Los Vascos,3.5,254,8.2,2019,white,Chardonnay 2019 Los Vascos white
11818,Réserve della Contessa 2018,Italy,Südtirol - Alto Adige,Manincor,3.8,254,15.98,2018,white,Réserve della Contessa 2018 Manincor white
11819,Pinot Grigio 2018,Italy,Südtirol - Alto Adige,Alois Lageder,3.8,254,11.5,2018,white,Pinot Grigio 2018 Alois Lageder white
11820,Riesling Kabinett 2018,Germany,Rheingau,Kloster Eberbach,3.6,254,11.56,2018,white,Riesling Kabinett 2018 Kloster Eberbach white
11821,Viognier 2018,France,Rhone Valley,Paul Jaboulet Aîné,3.6,254,7.7,2018,white,Viognier 2018 Paul Jaboulet Aîné white
11822,Crozes Hermitage Domaine Mule Blanche 2017,France,Crozes-Hermitage,Paul Jaboulet Aîné,3.9,254,37.79,2017,white,Crozes Hermitage Domaine Mule Blanche 2017 Paul Jaboulet Aîné white
11823,Pinot Gris Alsace Réserve Personnelle 2013,France,Alsace,Trimbach,4.1,255,31.03,2013,white,Pinot Gris Alsace Réserve Personnelle 2013 Trimbach white
11824,Signature Branco 2017,Portugal,Alentejano,Mocho Galego,3.7,256,8.0,2017,white,Signature Branco 2017 Mocho Galego white
11825,Chardonnay 2016,Australia,Margaret River,Vasse Felix,3.9,256,34.54,2016,white,Chardonnay 2016 Vasse Felix white
11826,Veneto Custoza 2019,Italy,Veneto,Monte del Frá,4.0,256,6.6,2019,white,Veneto Custoza 2019 Monte del Frá white
11827,Zeltinger Sonnenuhr Riesling Spätlese 2014,Germany,Mosel,Markus Molitor,4.0,257,23.9,2014,white,Zeltinger Sonnenuhr Riesling Spätlese 2014 Markus Molitor white
11828,Boschen Blanc 2018,South Africa,Western Cape,Boschendal,3.7,257,7.99,2018,white,Boschen Blanc 2018 Boschendal white
11829,Rioja Blanco 2019,Spain,Rioja,Marqués de Cáceres,3.8,258,5.25,2019,white,Rioja Blanco 2019 Marqués de Cáceres white
11830,Albizzia Chardonnay 2018,Italy,Toscana,Frescobaldi,3.7,258,7.47,2018,white,Albizzia Chardonnay 2018 Frescobaldi white
11831,Rioja Blanco Barrica 2018,Spain,Rioja,Luis Cañas,3.8,258,8.5,2018,white,Rioja Blanco Barrica 2018 Luis Cañas white
11832,Deidesheimer Herrgottsacker 2015,Germany,Pfalz,Von Winning,3.9,258,20.95,2015,white,Deidesheimer Herrgottsacker 2015 Von Winning white
11833,Chaminé Branco 2015,Portugal,Alentejano,Cortes de Cima,3.5,259,13.95,2015,white,Chaminé Branco 2015 Cortes de Cima white
11834,Mâcon-Milly-Lamartine 2015,France,Mâcon-Milly-Lamartine,Les Héritiers du Comte Lafon,3.9,260,25.92,2015,white,Mâcon-Milly-Lamartine 2015 Les Héritiers du Comte Lafon white
11835,Finca Valdelagunde Cuveé Especial 2019,Spain,Castilla y León,Bodegas Pedro Escudero,4.0,260,7.4,2019,white,Finca Valdelagunde Cuveé Especial 2019 Bodegas Pedro Escudero white
